주요등장인물,1000|1001|1006|1007,퍼즐,Cliff|Cave,,,,,,,,,,,,
씬,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자,레이아웃,이미지,콘텐츠,배경음,효과음,.
,,6502,,술기운 때문인지` 지금까지 잘 숨겨왔던 마음이 비죽거리며 삐져 나온것이다.,,,,,,1,,,,,
,,6502,1006,우리 나이가 언제 이렇게 되었나 믿어지지가 않아,,,,0,2,1,,,,,
,,6502,1006,우리 처음에 대학에서 말이야,,,,8,2,1,,,,,
,,6502,1006,남몰래 좋아하던 당신이랑 듣던 수업이 내일 종강한다는데,,,,8,2,1,,,,,
,,6502,1006,이제 못보게 되는 것은 아닐까` 당신이 데이트 신청을 해주려나,,,,8,2,1,,,,,
,,6502,1006,고민하면서 지새웠던 밤이 바로 엊그제같이 생생해.,,,,8,2,1,,,,,
,,6502,1006,그런데 오늘은 이렇게 마주앉아서 내일 있을 정년 퇴임을 축하하고 있네.,,,,1,2,1,,,,,
,,6502,1006,그때 영화 보러 가자고 말해줘서 정말 고마워,,,,1,2,1,,,,,
,,6502,1006,아이쿠 내가 또 그때 이야기를 꺼내고 있었네. 나도 참` 주책이야. 그치?,,,,8,2,1,,,,,
,,6502,1001,아냐. 또 들어도 좋은 걸.,,,,8,1,1,,,,,
,,6502,1001,계속 이야기해 줘.,,,,8,1,1,,,,,
,,6502,1006,그래? 역시 다정하다니까~,,,,1,2,1,,,,,
,,6502,1006,당신도 그 때 생각이 많이 나지?,,,,1,2,1,,,,,
,,6502,1006,그리고 당신이 어떤 일을 해야 할지 고민하면서 휴학도.... 그리고 그 후에는....,,,,1,2,1,,,,,
1,,6503,,과거를 되짚어보는 새나의 이야기를 듣고 있자니,,,,,,1,black,,,,
,,6503,,도문의 머릿속에도 정년 퇴임을 향해 달려왔던 지난 세월이 스쳐 지나갔다.,,,,,,1,,,,,
,,6503,???,귀하의 우수한 역량에도 불구하고 선발인원에 제한이 있어 불합격을…,,,,5,2,1,,,,,
,,6503,???,회사에서 구조조정을 한다는데.. 한 달 뒤에 우리는 뭐하고 있을까?,,,,4,1,1,,,,,
,,6503,???,도문씨! 큰일났습니다. 이대로면 우리 회사 재정에 문제가...,,,,6,2,1,,,,,
1,,6504,1006,그동안 위기도 참 많았는데` 무사히 여기까지 왔네. 우리 남편 참 멋져!,,,,1,2,1,거실2,,,,
,,6504,1001,아냐 뭘.,,,,0,1,1,,,,,
,,6504,,도문은 새나의 손을 끌어다가 자신의 손등 위에 포개어 놓았다.,,,,,,1,,,,,
,,6504,1006,당신은 꼭 나한테 고마울때마다 내 손바닥을 당신 손등위에 올려 놓더라,,,,1,2,1,,,,,
,,6504,1006,고마운 건 내가 더 고맙지.,,,,0,2,1,,,,,
,,6504,1006,우리 이비도 이렇게 멋지게 키워냈잖아?,,,,0,2,1,,,,,
,,6504,1006,하늘에서 어머님 아버님이 엄청 기뻐하시겠어,,,,0,2,1,,,,,
,,6504,1006,우리 손주 이쁘게도 잘 컸네~ 하시면서.,,,,1,2,1,,,,,
,,6504,1001,당신은 참` 그때나 지금이나 변한 게 없어.,,,,0,1,1,,,,,
,,6504,1001,변함없이 내 곁을 지켜줘서 정말 고마워,,,,0,1,1,,,,,
,,6504,1006,술 마셨을 때 말고,,,,8,2,1,,,,,
,,6504,1006,제 정신일 때 그런 말 좀 자주 해줘.,,,,8,2,1,,,,,
,,6504,1006,꼭 술만 들어가면 사람이 감성적으로 변한다니까.,,,,8,2,1,,,,,
1,,6505,,모처럼 즐거운 대화를 나누며 소녀처럼 꺄르륵 거리던 새나는,,,,,,1,침실(밤),,밤,,
,,6505,,어느새 방으로 들어가 새근새근 잠에 들었다.,,,,,,1,,,,,
,,6505,,잘 준비를 마친 도문은,,,,,,1,,,,,
,,6505,,널브러진 맥주병과 접시를 치우고,,,,,,1,,,,,
,,6505,,혹여 새나가 깰까 조용히 옆에 누웠다.,,,,,,1,,,,,
,,6505,,도문은 잠든 새나를 지긋하게 바라보았다.,,,,,,1,,,,,
,,6505,1001,아` 좋다.,,,,1,0,1,,,,,
,,6505,,방심했던 걸까?,,,,,,1,,,,,
,,6505,,애써 참아왔던 감정이 쏟아져 내린 것은 바로 그때였다.,,,,,,1,,,,,
,,6505,1001,나..,,,,0,0,1,,,,,
,,6505,1001,나 이제 정말로 퇴임인가 봐,,,,0,0,1,,,,,
,,6505,1001,평생 해 오던 나의 일과가 내일부터 모두 끝이 난다고?,,,,0,0,1,,,,,
,,6505,,어린 시절에 겪었던 미래에 대한 막막함과는,,,,,,1,,,,,
,,6505,,다른 차원의 막막함이 도문의 마음을 조여왔다.,,,,,,1,,,,,
,,6505,1001,이렇게 갑자기 나의 일생이 사라진다니.,,,,2,0,1,,,,,
,,6505,1001,집에만 있는 내가 상상되지 않아…,,,,2,0,1,,,,,
,,6505,1001,나는 이제 무엇이지?,,,,6,0,1,,,,,
,,6505,1001,진짜로 나는 이제 무엇을 해야만하지?,,,,6,0,1,,,,,
,,6505,1001,...,,,,0,0,1,,,,,
,,6505,1001,아` 내일 마지막 출근을 무리 없이 해내려면 얼른 자야하는데….,,,,0,0,1,,,,,
2,501,6506,1000,도문아 축하해!,,,,0,0,1,,,,,
,,6506,1000,드디어 정년퇴임이구나,,,,0,0,1,,,,,
,,6506,1000,하지만 지금까지는 사회의 일꾼으로 살아왔었는데,,,,0,0,1,,,,,
,,6506,1000,갑작스럽게 생활 반경이 모두 바뀐다고 생각하니까,,,,0,0,1,,,,,
,,6506,1000,막막한 마음이 들고 있구나?,,,,0,0,1,,효과,,,
,,6506,1000,너의 마음을 충분히 이해해.,,,,0,0,1,,,,,
,,6506,1000,절벽에 낀 짙은 안개도 내가 걷어 줄게.,,,,0,0,1,,,,,
,,6506,1000,네가 직장인으로써의 마지막 밤을 편안히 보낼 수 있도록..,,,,0,0,1,,,,,
2,6560,6507,1000,이렇게 짙은 안개는 정말 처음이야.,,,,0,0,1,,,,,
,,6507,1000,어서 들어가봐야겠어.,,,,0,0,1,,,,,
,,6507,1000,괜찮아 도문아` 괜찮아.,,,,0,0,1,,,,,
2,6560,6508,1000,이제 좀 나아진 것 같네.,,,,0,0,1,,,,,
,,6508,1000,지금까지 잘 해왔듯이,,,,0,0,1,,,,,
,,6508,1000,앞으로 너에게 주어진 날들도 분명 잘 해낼거야,,,,0,0,1,,,,,
,,6508,1000,부디 네 자신에 대한 믿음을 잃지 마,,,,0,0,1,,,,,
,,6508,1000,막막한 일이 있어도,,,,0,0,1,,,,,
,,6508,1000,지금처럼 우리 함께 풀어가보는 거야.,,,,0,0,1,,,,,
,,6508,1000,그런데 동굴에서도 거친 바람 소리가 들려오고 있어.,,,,0,0,1,,효과,,동굴의 거친 바람소리,
,,6508,1000,요즘 들어 동굴의 상태가 좋지 않은 것 같아.,,,,0,0,1,,,,,
7,6570,6509,1000,지금까지 일궈왔던 일들을 마무리하는 과정에서 허무함을 느끼고 있는걸까?,,,6508,0,0,1,,,,,
,,6509,1000,그렇게 생각하면 우울함을 느끼는 것도 당연해,,,,0,0,1,,,,,
,,6509,1000,너무 걱정하지마. 내가 살펴봐줄게.,,,,0,0,1,,,,,
,,6509,1000,네가 편히 잠에 들 수 있도록 말이야.,,,,0,0,1,,,,,
7,6571,6510,1000,음… 오늘은 왠지 모르게,,,,0,0,1,,,,,
,,6510,1000,동굴이 평소보다 더 춥게 느껴지는 것 같아.,,,,0,0,1,,,,,
7,6572,6511,,이곳에.. 내 인생을 바쳤는데… 벌써 이렇게 떠날때가 된거야?,,,,,,1,,,,,
7,6573,6512,1000,응? 여기에 왜 톱니바퀴가 혼자 떨어져 있지?,,,,9,0,1,,,,,
7,6574,6513,,이렇게 허무하게 끝이 나다니.. 이제 나의 존재에는 어떤 의미가 있지..?,,,,,,1,,,,,
,,6513,1000,도문은 스스로를 빠진 톱니바퀴 같다고 생각하고 있나 봐..,,,,0,0,1,,,,,
7,6576,6514,1000,수많은 날들을 지나 정년 퇴임의 순간까지 도착한 도문아,,,,0,0,1,,,,,
,,6514,1000,이제 새나랑 푹 쉬면서 여생을 행복하게 보냈으면 좋겠다.,,,,0,0,1,,,,,
,,6514,1000,그동안 고생 많았고` 이제부터 또 새로운 시작이야.,,,,0,0,1,,,,,
,,6514,1000,막막하고 우울하다는 생각보다는,,,,0,0,1,,,,,
,,6514,1000,드디어 자유가 주어졌다고 생각해보는 건 어떨까?,,,,0,0,1,,,,,
,,6514,1000,열심히 살아온 너를 위한 선물같은 시간인만큼,,,,1,0,1,,,,,
,,6514,1000,마음껏 즐겨도 돼.,,,,1,0,1,,,,,
,,6514,1000,어때` 신나지 않아?,,,,1,0,1,,,,,
1,,6515,1007,아빠! 여기에요 여기!,,,,1,2,1,회사 앞,,아침,,
,,6515,,정리를 마치고 나온 도문은 새나와 이비를 발견했다.,,,,,,1,,,,,
,,6515,,차창을 내리면서 손을 흔드는 가족들의 모습에 도문의 발걸음이 느려졌다.,,,,,,1,,,,,
,,6515,1006,왜 그렇게 놀란 표정이야? 우리 오늘 같이 맛있는 거 먹으러 가기로 했잖아~,,,,1,1,1,,,,,
,,6515,1006,당신은 이렇게 중요한 순간마다 깜빡깜빡한다니까,,,,1,1,1,,,,,
,,6515,1006,매번 다른사람 챙기는게 우선이라서 그래,,,,0,1,1,,,,,
,,6515,1006,그러니까 당신이 주인공이고 챙김받는 날에는 맨날 잊어버리는거야!,,,,0,1,1,,,,,
,,6515,1007,맞아요! 저번에 아빠가 아빠 생일도 까먹었었는데,,,,1,2,1,,,,,
,,6515,1007,자기 자신을 챙기는 게 가장 중요한 거라고요!,,,,1,2,1,,,,,
1,,6516,,도문은 운전석 가까이 다가가 두 손을 들며 항복의 표시를 했다.,,,,,,1,차_내부,,,,
,,6516,1006,또! 이런날까지 운전하려고 그런다!,,,,1,1,1,,,,,
,,6516,1006,빨리 타! 뒤에서 빵빵거리기 시작했어,,,,1,1,1,,,,,
,,6516,1006,얼른 뒷좌석에 들어가서 편안히 앉아 계셔요~,,,,1,1,1,,,,,
1,,6517,1007,오늘의 메뉴는 아빠가 제일 좋아하는 연어회야.,,,,1,2,1,차_내부,,,,
,,6517,1007,우리 아빠 그동안 너무 고생했다!,,,,1,2,1,,,,,
,,6517,,도문은 기쁜 한숨을 내뱉으며 뒷좌석에 탑승했다.,,,,,,1,,,,,
,,6517,,그리고는 옆자리의 커다란 상자를 발견하게 되었다.,,,,,,1,,,,,
,,6517,1007,앗참! 그리고 저건 아빠 퇴직 선물이에요~,,,,0,2,1,,,,,
,,6517,1007,집에 가서 풀어보시면 될 거에요!,,,,0,2,1,,,,,
,,6517,1001,그건 말도 안되지.,,,,0,1,4,17_2,(선물),,,
,,6517,1001,지금 풀어볼거야.,,,,0,1,4,,,,,
,,6517,,,,,,,,2,,,,,
,,6517,1007,으악! 창피하단 말이에요!,,,,6,2,3,17_3,일러스트 리본이 풀린 선물상자,,,
,,6517,,,,,,,,2,,일러스트 미술도구세트 선물,,,
,,6517,,이비의 선물을 풀어보니 캔버스와 물감 등 그림을 그릴 수 있는 미술도구가 세트로 들어있었다.,,,,,,4,17_4,,,,
,,6517,,순간 도문의 가슴이 쿵. 내려앉았다.,,,,,,4,,,,,
,,6517,1007,아빠는 어린 시절에 그림 그리는 게 꿈이었잖아요. 그렇죠?,,,,1,2,4,,,,,
,,6517,1007,이제 정년 퇴임도 했으니까,,,,1,2,4,,,,,
,,6517,1007,이제라도 아빠 하고싶은 일 하면서 지냈으면 좋겠어요.,,,,1,2,4,,,,,
1,,6518,,어린 시절이라...,,,,,,1,차_내부,,,,
,,6518,,살아가기에 벅차 잊고 있었던 꿈이 어느새 도문의 앞에 성큼 다가와 있었다.,,,,,,1,,,,,
,,6518,1001,맞다` 어린 시절의 나는 자유롭게 그림을 그리고 싶어했었지.,,,,0,0,4,,,,,
,,6518,1001,내가 왜 자유에 대해 막막함만을 떠올렸던 것일까?,,,,0,0,4,,,,,
,,6518,1001,...,,,,0,0,4,,,,,
,,6518,1001,그래.. 나는 이제 자유다!,,,,1,0,8,,,,,
E,,,,,,,,,,,,,,,
