주요등장인물,1000|1001|1006|1007,퍼즐,Volcano|Cave,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
1,,5012,,그러다가 정신을 차리자` 그런 이비에 태도에 화가 났는지 자신도 식탁을 박차고 일어나 안방으로 향했다.,,,,,,1,주방,,,,
,,5012,,새나는 그런 둘을 걱정스런 표정으로 보다가 식탁을 치우기 시작했다.,,,,,,,,,,,
1,,5013,,그런 일이 있고 약 한달이 지난 지금.,,,,,,,침실(밤),,,,
,,5013,,아직도 이비와 도문은 냉전 상태였다.,,,,,,,,,,,
,,5013,,아니... 정확히는 이비만이 도문에게 계속 화가 난 상태였다.,,,,,,,,,,,
,,5013,,도문은 그림을 그린다는 이비의 모습이 옛날의 자신의 모습이 생각이 나서.,,,,,,,,,,,
,,5013,,그리고 이비가 힘든 길을 걷지 않았으면 해서 했던 말일 테지만,,,,,,,,,,,
,,5013,,이비에게는 그런 마음이 전혀 와 닿지 않았다.,,,,,,,,,,,
,,5013,,그리고 도문도 점차 시간이 지나니` 자신이 너무 안 좋게 몰아 붙이듯이 말한 것 같아 이비에게 미안한 상태였다. ,,,,,,,,,,,
,,5013,1001,후...,,,,4,1,,,,,,
,,5013,,새나는 한숨만 계속 쉬는 도문을 걱정스레 쳐다봤다.,,,,,,,,,,,
,,5013,1006,괜찮아요?,,,,2,2,,,,,,
,,5013,1001,...,,,,0,1,,,,,,
,,5013,,도문은 조용히 고개를 설레설레 저었다.,,,,,,,,,,,
,,5013,1006,휴... 일단 자요. 시간도 늦었으니까.,,,,6,2,,,,,,
,,5013,,그런 도문을 보던 새나는 자신도 걱정스러운지 한숨을 쉬더니` 늦었으니 자라며 말했다.,,,,,,,,,,,
,,5013,1001,응...,,,,2,1,,,,,,
,,5013,,그렇게 두 사람은 자리에 누워 눈을 감았다.,,,,,,,,,,,
,,5013,,도문은 눈을 감는 그 순간마저 계속 한 생각을 떨치지 못했다.,,,,,,,,,,,
,,5013,,내가 그때 어떻게 했어야 할까?,,,,,,,,,,,
2,501,5014,1000,...,,,,0,0,,,,,,
,,5014,1000,무언가 복잡하네...,,,,2,0,,,,,,
,,5014,1000,나는 너의 마음도` 이비의 마음도 이해가 가.,,,,2,0,,,,,,
,,5014,1000,도문이 너는 꿈에 대한 좌절을 겪은 적이 있으니... 이비는 그러지 않았으면 하는 마음에 그렇게 했던 거지만`,,,,2,0,,,,,,
,,5014,1000,그런 너의 행동이 이비에게는 꿈을 짓밟는 짓이니 화가 났을 거야...,,,,2,0,,,,,,
,,5014,1000,너도 그게 어떤 기분인지 알고 있잖아 도문아.,,,,2,0,,,,,,
,,5014,1000,...,,,,0,0,,,,,,
,,5014,1000,으으음... 이걸 어떻게 더 상세하게 말로 표현할 수 있을까...,,,,4,0,,,,,,
,,5014,1000,마음으로는 알겠는데` 생각으로 정리할 수 없는 상태야.,,,,4,0,,,,,,
,,5014,1000,일단 확실한건.,,,,0,0,,,,,,
,,5014,1000,둘이 다시 사이가 좋아졌으면 좋겠어...,,,,2,0,,,,,,
2,501,5015,1000,으으음...도문이는 이비가 꿈의 좌절을 겪지 않았으면 해서.,,,5014,4,0,,,,,,
,,5015,1000,그리고 힘든 길을 걷지 않았으면 해서...,,,,0,0,,,,,,
,,5015,1000,이비는 자신의 꿈을 포기하고 싶지 않아서` 간절해서.,,,,0,0,,,,,,
,,5015,1000,그리고 그런 자신에게 포기란 단어를 뱉은 도문에게 실망해서...,,,,0,0,,,,,,
,,5015,1000,음...,,,,4,0,,,,,,
,,5015,1000,생각할수록 둘다 이해가 가는데... 뭐라해야되지...,,,,2,0,,,,,,
,,5015,1000,후... 더워...,,,,2,0,,,,,,
,,5015,1000,나 너무 생각 많이 했나봐...,,,,5,0,,,,,,
,,5015,1000,으으으..! 근데 아무리 그래도 이건 너무 더운데!,,,,6,0,,,,,,
,,5015,1000,어디에 문제가 생긴게 분명해! 빨리 해결하러 가야겠어.,,,,6,0,,,,,,
2,5040,5016,1000,어우 뭐야!,,,5015,9,0,,,,,,
,,5016,1000,곧 폭발하기 일보직전이잖아!,,,,9,0,,,,,,
,,5016,1000,빨리 길을 뚫어야해!,,,,9,0,,,,,,
2,5040,5017,1000,휴...해결했네...,,,5016,2,0,,,,,,
,,5017,1000,도문이의 복잡한 마음 중 하나는 그거였구나...,,,,2,0,,,,,,
,,5017,1000,도문이 너는 이비와 너의 어린 시절을 겹쳐 본거야.,,,,2,0,,,,,,
,,5017,1000,그림을 그리며 행복해 했던 너.,,,,2,0,,,,,,
,,5017,1000,그림과 함께하는 자신의 미래를 생각하며 날개를 펼쳐 나아갔던 너.,,,,2,0,,,,,,
,,5017,1000,하지만 계속 반복되는 굴레 속에서` 내가 하고 싶었던게 이게 맞을까하는 의문이 들며 지쳐갔던 너.,,,,2,0,,,,,,
,,5017,1000,그리고... 결국은 너 자신에 의해서가 아닌 이유로 그 날개가 꺾인 너.,,,,2,0,,,,,,
,,5017,1000,그래도 넌 잘 이겨 냈어 도문아.,,,,4,0,,,,,,
,,5017,1000,계속 좌절만하고 가만히 있지 않았고` 모든걸 포기하지도 않았잖아.,,,,4,0,,,,,,
,,5017,1000,너무 너의 아픈 과거만을 보지말았으면 해.,,,,0,0,,,,,,
,,5017,1000,너는 그걸 견디고 이렇게 잘 해왔잖아.,,,,1,0,,,,,,
2,5040,5018,1000,그리고 도문아 이비는 너와 달라.,,,5017,0,0,,,,,,
,,5018,1000,너가 꿈을 포기했던 그 결정적인 일이 이비에게는 일어나지 않을거야.,,,,2,0,,,,,,
,,5018,1000,그리고 그건 다 너가 그때의 좌절에 이겨내고` 열심히 살아왔기 때문에 가능한 일이야.,,,,2,0,,,,,,
,,5018,1000,만약 이비가 너와 같은 일을 겪을 까봐 걱정하는 거라면,,,,2,0,,,,,,
,,5018,1000,그건 이비 스스로가 이겨내야할 시련일 뿐이야.,,,,2,0,,,,,,
,,5018,1000,너무 너와 이비를 동일시하면서 겹쳐보지 않았으면 해.,,,,2,0,,,,,,
,,5018,1000,너가 그 당시를 생각하면 이비에게 답답함을 느끼고` 그런 너의 걱정을 알아주지 않는 이비에게 화가 날 수 있지만...,,,,2,0,,,,,,
,,5018,1000,이비도 다 스스로의 계획이 있고 생각이 있을거야.,,,,2,0,,,,,,
,,5018,1000,이비를 믿어줘.,,,,1,0,,,,,,
,,5018,1000,이비를 믿고 버팀목이 되어주는게 너의 역할이잖아 도문아.,,,,1,0,,,,,,
,,5018,1000,그리고 이비도 알고 있을꺼야. 너가 이비를 너무 걱정해서 그런거란걸.,,,,2,0,,,,,,
,,5018,1000,다만 그 당시의 너의 말이 이비에게는 너무 상처여서` 그래서 이비도 화가 났던거야.,,,,2,0,,,,,,
,,5018,1000,그 후에는 서로에게 남은 감정과` 그 감정의 충돌을 일으키고 싶지 않은 마음에 서로를 피하기 바빴고,,,,2,0,,,,,,
,,5018,1000,그렇기때문에 상황이 이렇게 된것일 뿐이야.,,,,2,0,,,,,,
,,5018,1000,그러니까... 도문아 너무 이 상황에` 그리고 이비에게 답답해하며 화내지 않았으면 해.,,,,4,0,,,,,,
,,5018,1000,너의 과거를 이비에게 비추며 생각하지 않았으면 해.,,,,4,0,,,,,,
,,5018,1000,이제 벗어날 때도 되었어 도문아.,,,,1,0,,,,,,
2,501,5019,1000,휴...,,,5018,2,0,,,,,,
,,5019,1000,서로 잘 해결했으면 좋겠는데...,,,,2,0,,,,,,
,,5019,1000,도문이는 그래도 대화하려고 시도는 하고 있으니까...,,,,2,0,,,,,,
,,5019,1000,이비가 조금이라도 마음의 문을 다시 열어줬으면 좋겠다...,,,,4,0,,,,,,
,,5019,1000,진짜 나도 이렇게 울어버리고 싶네.,,,,5,0,,,,,울음소리,
,,5019,1000,...,,,,0,0,,,,,,
,,5019,1000,누가 울어..? ,,,,6,0,,,,,,
,,5019,1000,너무 서글픈 소린데... 어디에서 이렇게 우는 거지?,,,,5,0,,,,,,
7,5070,5020,1000,...여기서 나는 소리야.,,,,2,0,,,,,,
,,5020,1000,들어가 보자.,,,,2,0,,,,,,
7,5071,5021,1000,맞아... 도문이 너와 이비의 어린 시절은 정말 똑 닮았지...,,,,4,0,,,,,,
,,5021,1000,노는 걸 좋아하고` 계란김밥도 좋아하고...,,,,4,0,,,,,,
,,5021,1000,그리고 매일 꼭 크레파스를 손에 쥐고는 그림을 그렸어...,,,,4,0,,,,,,
,,5021,1000,이렇게 어릴때 모습을 두고 보니 두 사람 정말 누가 봐도 부녀지간이네!,,,,1,0,,,,,,
7,5072,5022,1000,도문이 너가 막 고등학생이 되었을 때...,,,,1,0,,,,,,
,,5022,1000,그때까지만 해도 그렇게 어린아이가 이렇게 클 줄 몰랐는데 말이야.,,,,1,0,,,,,,
,,5022,1000,그러고보니 그때부터 본격적이었구나...,,,,0,0,,,,,,
,,5022,1000,중학생때는 그저 그림을 좋아하던 조용한 아이었는데.,,,,0,0,,,,,,
,,5022,1000,이제는 그저 좋아하는 것에 그치는게 아닌 너의 꿈이 되었었지...,,,,4,0,,,,,,
,,5022,1000,너의 어린 시절은 그림과는 떼어 놓을 수 없는 그런 사이네.,,,,4,0,,,,,,
,,5022,1000,그리고 이비도.,,,,4,0,,,,,,
,,5022,1000,고등학교에 막 입학하고부터 미술학원을 보내달라 졸라댔었지.,,,,4,0,,,,,,
,,5022,1000,그 모습이 정말 귀여웠는데...,,,,4,0,,,,,,
,,5022,1000,정말 둘의 어린 시절은 비슷하구나.,,,,1,0,,,,,,
7,5073,5023,1000,...,,,,0,0,,,,,,
,,5023,1000,울지마 도문아...,,,,2,0,,,,,,
,,5023,1000,슬퍼하지마 도문아...,,,,2,0,,,,,,
,,5023,1000,이제 너의 그 괴로운 과거는 잊었으면 좋겠어.,,,,2,0,,,,,,
,,5023,1000,나도 알아...,,,,2,0,,,,,,
,,5023,1000,너가 얼마나 그림을 좋아했는지...,,,,2,0,,,,,,
,,5023,1000,그리고 그런만큼 그걸 포기하게 되었을 때 맞딱드린 좌절이 얼마나 큰지.,,,,2,0,,,,,,
,,5023,1000,내가 입시를 준비하면서 지쳐갔기 때문일까?,,,,2,0,,,,,,
,,5023,1000,내가 더이상 그림을 즐겁게 그리지 않아서 그런걸까?,,,,2,0,,,,,,
,,5023,1000,이런 생각의 굴레에 빠져 회의감에 휩싸여서 그런걸까?,,,,2,0,,,,,,
,,5023,1000,그래서 이렇게 내게서 멀어져 간걸까?,,,,4,0,,,,,,
,,5023,1000,너의 마음 한켠에는 계속 그런 후회가 남아있었던거야...,,,,0,0,,,,,,
,,5023,1000,너가 그림을 포기한 결정적인 이유는 비록 가정형편 때문이었지만` 사실 마음 한켠에선 그게 아니었던 거지?,,,,0,0,,,,,,
,,5023,1000,내가 그런 생각을 해서 이렇게 포기하게 된걸까?하는 뒤늦은 자책...,,,,2,0,,,,,,
,,5023,1000,그리고 그렇게 소중해 했던걸 쉽게 포기해버린 것 같은 자신에 대한 실망감...,,,,2,0,,,,,,
,,5023,1000,그 감정들이 계속 너를 괴롭히고 있던거야.,,,,4,0,,,,,,
2,501,5024,1000,그래서... 그래서 그랬구나.,,,5023,2,0,,,,,,
,,5024,1000,너와 닮은 이비를... 그래서 그렇게 겹쳐보게 된거야.,,,,2,0,,,,,,
,,5024,1000,이비도 이런 슬픔을 평생 마음에 달고 살게 될까봐...,,,,2,0,,,,,,
,,5024,1000,만약 나처럼 한순간에 지쳐 그림을 포기하게 된다면?,,,,2,0,,,,,,
,,5024,1000,그러다 그게 후회로 남아 평생 너 자신을 갉아먹게 되지 않을까?,,,,2,0,,,,,,
,,5024,1000,이비가 너와 같은 슬픔을 겪지 않았으면` 소중한걸 잃어가는 기분을 느끼지 않았으면` 힘든 길이 아닌 편한 길을 걸었으면 해서 그런거지?,,,,2,0,,,,,,
,,5024,1000,그런 걱정이 너를 그렇게 만든거구나...,,,,4,0,,,,,,
,,5024,1000,그러면서 너 스스로를 더 갉아먹게 만든거야...,,,,4,0,,,,,,
,,5024,1000,도문아... 우리 이제 이렇게 슬퍼하지 말자.,,,,1,0,,,,,,
,,5024,1000,이게 쉽지 않은 일이라는 걸 알지만... 이제 그런 아픈 기억은 보내줄 때도 된 것같아.,,,,2,0,,,,,,
,,5024,1000,이제 모든게 다 잘 풀렸잖아.,,,,2,0,,,,,,
,,5024,1000,그리고 너는 아직 그림의 모든걸 놓은게 아니야.,,,,2,0,,,,,,
,,5024,1000,일을 할때도 종종 낙서를 하던 너를 기억해 도문아.,,,,1,0,,,,,,
,,5024,1000,아직도 그림을 좋아하는 너를 난 알아 도문아.,,,,1,0,,,,,,
,,5024,1000,그러니까 이제 그림을 포기했다는 슬픔에 빠져 자책하지 말자.,,,,1,0,,,,,,
,,5024,1000,그리고 이비는 그렇게 쉽게 무너질 애가 아니야.,,,,1,0,,,,,,
,,5024,1000,이비는 자신이 하고싶은거에 당당하고` 쉽게 지칠 아이가 아니야.,,,,1,0,,,,,,
,,5024,1000,너처럼 그림을 좋아하고 착한` 그리고 새나처럼 자신이 하는 것에 당찬 아이잖아.,,,,1,0,,,,,,
,,5024,1000,그리고 그건 너가 제일 잘 알거야. 그치?,,,,1,0,,,,,,
,,5024,1000,그러니까 이제 이비에게서 너의 아픈 과거를 투영하는... 그런 괴로운 건 이제 그만 두자 도문아.,,,,4,0,,,,,,
1,,5025,,오늘따라 환한 빛이 창을 지나 도문을 깨운다.,,,,,,,침실,,,,
,,5025,1001,...,,,,0,1,,,,,,
,,5025,,멍하니 일어난 도문은 고개를 돌리며 새나를 찾았다.,,,,,,,,,,,
,,5025,1001,이비는?,,,,2,1,,,,,,
,,5025,,일어나자마자 새나에게 이비가 일어났냐고 묻는 도문이다.,,,,,,,,,,,
,,5025,1006,아직 새벽이네요~ 더 자요.,,,,1,2,,,,,,
,,5025,,아니야. 잠 다 깼어.,,,,,,,,,,,
,,5025,,그러면서 거울을 보고 머리를 정리하더니 거실로 나가 쇼파에 앉았다.,,,,,,,,,,,
,,5025,,도문은 지금 계속해서 그날의 일과 이비에 대해 골똘히 생각하는 중이었다.,,,,,,,,,,,
1,,5026,,시간이 지나 해가 조금 더 높이 뜰때쯤` 이비가 방에서 나왔다.,,,,,,,거실2,,,시계 초침 소리,
,,5026,1006,어머 마침 잘 나왔다. 아침 먹자.,,,,1,2,,,,,,
1,,5027,,,,,,,,,15_8,어색한 분위기 속에서 밥을 먹고 있다.,,,
,,5027,,딱 맞게 준비된 아침 식사. 도문과 이비가 서로 마주보며 식탁에 앉았다.,,,,,,,,,,,
,,5027,1001,...,,,,0,1,,,,,,
,,5027,1007,...,,,,0,2,,,,,,
1,,5028,,서로 아무말 하지 않고 밥을 먹던 중` 도문은 입을 열기 시작했다.,,,,,,,15_9,도문이 입을 연다,,,
,,5028,1001,...저번엔 아빠가 미안했다.,,,,4,1,,,,,,
1,,5029,,그 말에 고개를 내리고 밥을 먹던 이비가 고개를 들어 도문을 놀란 눈으로 쳐다봤다. ,,,,,,,15_10,놀라서 도문을 쳐다보는 이비,,,
1,,5030,1001,내가 너무 내 생각만 말했던 것 같아 미안하다... 그리고 너가 그림을 계속 하고 싶은거라면 그게 맞아.,,,,2,1,,주방,,,,
,,5030,1001,대신 나처럼... 아빠처럼 포기하지 말고` 너가 하고자 하는 걸 꼭 이뤄라 이비야.,,,,2,1,,,,,,
,,5030,,도문은 이런 사과가 어색하고` 그동안의 미안함 때문인지 표정이 굳어있었다.,,,,,,,,,,,
,,5030,,그리고 그런 도문을 이비는 계속해서 놀란 눈으로 쳐다봤다.,,,,,,,,,,,
,,5030,,그러다 입을 계속해서 달싹이더니 말을 하기 시작했다.,,,,,,,,,,,
,,5030,1007,먼저 사과해줘서 고마워요 아빠...,,,,8,2,,,,,,
,,5030,,먼저 사과해 준것에 대한 고마움` 그리고 그동안 쌀쌀 맞게 군것에 대한 미안함 때문인지 이비의 말에는 울먹임이 조금 있었다.,,,,,,,,,,,
,,5030,1007,사실... 그때 아빠가 한 말때문에 처음에는 상처를 많이 받고 화도 났어요.,,,,2,2,,,,,,
,,5030,1007,하지만... 나중에 생각해보니 다 날 걱정해서 그런거란걸 알았어요.,,,,2,2,,,,,,
,,5030,1007,그리고 나도 아빠가 옛날에 그림을 좋아했다는 걸 아는걸...,,,,2,2,,,,,,
,,5030,1007,그래서 아빠가 왜 그런 말을 했는지 알았어요. 근데... 먼저 사과를 하기가 너무 어색하고 그래서 못했어요... 저도 그동안 못되게 굴어서 죄송해요...,,,,2,2,,,,,,
,,5030,1007,그리고 이렇게 먼저 말해줘서 고마워요 아빠..! ,,,,1,2,,,,,,
,,5030,1001,...,,,,0,1,,,,,,
,,5030,,그런 이비의 말에 부끄러운지 고개를 숙여 밥을 먹는 도문이다.,,,,,,,,,,,
,,5030,,그리고 나 정말 열심히 할 자신있어요! 포기하지도 않을거야! 내 성격 알잖아요? 난 한다고 하면 반드시 해야 하는거!,,,,,,,,,,,
,,5030,,그렇게 말하는 이비의 표정은 정말 밝아 보였다.,,,,,,,,,,,
,,5030,1006,어이고~ 권이비씨 밥먹는건 언제 하는건가요~ 한참 남았네!,,,,1,2,,,,,,
,,5030,1007,아..! 지금 먹을 건데..!,,,,1,2,,,,,,
,,5030,,새나가 이비에게 장난을 치며 약간의 어색함이 돌았던 분위기를 바꿨다.,,,,,,,,,,,
,,5030,,그 어느 때보다 더 화기애애한 식사 자리었다.,,,,,,,,,,,
,,5030,,그리고 도문은 밥을 먹고 새나와 함께 거실에 앉아 벽에 걸린 그림들을 한참동안 쳐다보았다.,,,,,,,,,,,
,,5030,,그런 도문의 얼굴에는 계속해서 희미한 미소가 감돌아 있었다.,,,,,,,,,,,
E,,,,,,,,,,,,,,,
