등장주요인물,1000|1001|1006,퍼즐,Lake|ClockTower,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
,,2303,,,,,,,,2,8_1,팀플을 하고 있는 도문,,,
,,2303,,교수님은 그렇게 앉은 자리를 보더니 팀을 꾸려 말해주기 시작했다.,,,,,,1,,,,,
,,2303,,도문의 팀은 여학생 둘과 남학생 둘` 총 5명으로 꾸려졌다. ,,,,,,,,,,,
,,2303,,인사를 살갑게 나눌 새도 없이 교수님이 설명하시는 내용을 빠르게 받아적고는 앞으로 어떻게 하면 좋을지 서로 의견을 냈다. ,,,,,,,,,,,
1,,2304,,,,,,,,3,8_2,새나를 클릭,,,
,,2304,,,,,,,,2,,새나 말하고 있는 모습,,,
,,2304,1006,팀 과제가 이 강의에서 비중이 가장 커서` 적어도 일주일에 한번씩은 만나서 점검하면 좋을 것 같아요.,,,,0,0,4,,,,,
,,2304,1006,아 그리고 이건 이렇게 하고...,,,,0,0,,,,,,
,,2304,,팀의 한 여학생이 거침없이 자신의 의견을 내세우며 회의를 주도하고 있었다.,,,,,,,,,,,
,,2304,,그녀는 다른 사람들이 아직 어색해하며 주뼛 댈 동안 자신의 의견을 내세우는데 거침이 없었다.,,,,,,,,,,,
,,2304,,아직 뭐가 뭔지 모르겠는 도문도 무언가 의견을 내고 싶었지만 자신도 없었고 이 어색한 분위기에서 말을 꺼내기가 어려웠다.,,,,,,,8_3,새나의 뒤로 후광이 비친다,,,
,,2304,,이런 자신과 다른 그녀의 당당한 모습이 도문의 눈을 한 눈에 이끌었다. ,,,,,,,,,,,
1,,2305,,그렇게 그들은 팀 과제를 하기 위해 일주일에 한번씩은 꼭 만나게 되었다.,,,,,,1,강의실2,,,,
,,2305,,초반에 아직 학교에 적응 중이던 도문은 많이 우왕좌왕하고 방황했었는데` 그때 그 당찬 여학생이 도문의 옆에서 많은 도움을 주었다.,,,,,,,,,,,
,,2305,,잘 모르는 것 같은 눈치면 그게 무엇인지 이야기 해주고` 도문이 힘들어 할 때면 조금씩 도움의 손길을 건내어 함께 작업을 했다.,,,,,,,,,,,
,,2305,,그러면서 그 둘은 점점 같이 있는 시간이 늘어갔고` 친해지게 되었다.,,,,,,,,,,,
1,,2306,1006,오빠 저번에 잘 모르겠다고 한거` 이거 보면서 하면 이해가 잘 될거에요!,,,,1,2,,캠퍼스,,,,
,,2306,1001,매번 고마워. ,,,,1,1,,,,,,
,,2306,1006,뭘요. 모르면 도와야지.,,,,1,2,,,,,,
,,2306,1006,모르겠는거 있으면 언제든 말해줘요! 알았죠?,,,,1,2,,,,,,
,,2306,1001,응 그럴게.,,,,0,1,,,,,,
,,2306,1001,아...그리고...고마우니까 나중에...,,,,8,1,,,,,,
,,2306,엑스트라,새나야! 우리 시간 없어! 빨리 뛰어가야 영화시간 맞출 수 있어!,,,,2,2,,,,,,
,,2306,,도문이 무언가 말하려고 할 때` 저 멀리서 누군가가 새나를 다급하게 부른다.,,,,,,,,,,,
,,2306,,어디서 자신을 부르자 새나는 그곳을 향해 고개를 돌리고 누구인지 확인을 한 후 방향을 돌려 뛰어간다.,,,,,,,,,,,
,,2306,1006,아 맞다! 저 친구가 빨리 가자고 부르러 와서 먼저 갈게요! 다음에 또 봐요!,,,,1,2,,,,,,
,,2306,1001,어...어...잘가.,,,,9,1,,,,,,
,,2306,,도문은 고마우니 나중에 밥이라도 사준다고 하고 싶었지만` 왜인지 그녀에게 그런 사적인 요청을 하려 할때마다 부끄러워 말을 꺼내기가 힘들었다.,,,,,,,,,,,
,,2306,,겨우 말을 꺼내려고 할 때면 이렇게 타이밍이 잘 맞지 않았다.,,,,,,,,,,,
,,2306,,도문은 왜 이렇게 그녀에게 밥 한끼 먹자는 말도 하기 힘든걸까?,,,,,,,,,,,
1,,2307,,그렇게 시간은 계속 흘러만가고...,,,,,,,강의실2,,,,
,,2307,,곧 종강이 다가오고 있었다. ,,,,,,,,,,,
,,2307,,그동안 도문은 수차례 새나와 약속을 잡아보려 시도했지만 늘 실패하고 말았다.,,,,,,,,,,,
,,2307,,하지만 이런 도문에게도 장족의 발전은 있었다.,,,,,,,,,,,
,,2307,,처음에 도문은 단순히 별로 친한 사이도 아니었었고` 누군가와 약속을 잡는게 오랜만이라 어색해서,,,,,,,,,,,
,,2307,,부끄러운 건 줄 알았지만` 시간이 지날 수록 그것이 아니라는 걸 깨달았다. ,,,,,,,,,,,
,,2307,,둔하게도 그게 호감이고 사랑임을 늦게 깨달은 것이다. ,,,,,,,,,,,
,,2307,,그렇기에 종강이 다가온 지금 도문의 마음은 초조하기만 했다.,,,,,,,,,,,
,,2307,,이 강의가 끝나고 나면 그녀와의 큰 접점이 없기 때문에 앞으로 보지 못 할거야 ,,,,,,,,,,,
,,2307,,이런 생각이 계속 들었다. 도문의 마음은 타들어 가지만 그녀 앞에서 내색할 순 없었기에 평소와 똑같이 있었다.,,,,,,,,,,,
1,,2308,교수님,내일 강의에서 최종적으로 피드백하고 종강할 겁니다. 점수 기준이나...,,,,7,0,,강의실2,,,,
,,2308,,교수님이 한참 말씀 중이셨지만 도문의 귀에는 전혀 들어오지 않았다.,,,,,,,,,,,
,,2308,교수님,그럼 내일 봅시다.,,,,7,0,,,,,,
,,2308,엑스트라,아~ 드디어 내일 끝나네요.,,,,0,2,,,,,,
,,2308,엑스트라,그러게 말이에요! 진짜 할거 너무 많아서 스트레스였었는데.,,,,3,2,,,,,,
,,2308,1006,다들 고생 많으셨어요! ,,,,1,1,,,,,,
,,2308,엑스트라,너가 제일 고생이었지 뭘.,,,,1,2,,,,,,
,,2308,,그렇게 강의가 끝나고 팀원들은 짐을 싸면서 서로 고생했다며 서로 한두마디씩 나누기 시작했다.,,,,,,,,,,,
1,,2309,1001,...새나야 그동안 고생많았어.,,,,1,1,,강의실2,,,,
,,2309,,도문도 그 사이에 껴 겨우 한 마디를 내뱉었다.,,,,,,,,,,,
,,2309,1006,오빠도요!,,,,1,2,,,,,,
,,2309,,도문은 그러면서 다시 무언가 말을 건내려고 했지만...,,,,,,,,,,,
,,2309,1006,그럼 다들 내일 봐요!,,,,1,2,,,,,,
,,2309,,새나는 연강때문에 바쁘다며 빠르게 강의실을 박차고 나갔다.,,,,,,,,,,,
,,2309,,그렇게 이번에도 약속을 잡는데 실패한 도문이었다.,,,,,,,,,,,
,,2309,1001,...후...,,,,2,0,,,,,,
,,2309,,도문은 약간 울상인 표정을 한채 강의실을 빠져나가 집으로 향했다.,,,,,,,,,,,
1,,2310,1001,...,,,,0,0,,도문의 방(밤),,,,
,,2310,1001,내일이 종강인데 어떻게 하지...,,,,2,0,,,,,,
,,2310,,도문은 집으로 와 내일 어떻게 하면 새나와 약속을 잡을 수 있을지를 계속 고민하고 있었다.,,,,,,,,,,,
,,2310,,하지만 그렇게 고민하다가도 새나를 떠올리기만 하면 머릿속은 하얗게 변하고` 아무런 생각도 떠오르지 않았다.,,,,,,,,,,,
,,2310,,그러면서 자꾸만 마음 한 구석에 피어오르는 불안에 도문은 어쩔 줄 모르고 머리만 부여잡았다.,,,,,,,,,,,
,,2310,1001,...벌써 시간이 늦었네.,,,,2,0,,,,,,
,,2310,1001,일단...자야겠지...,,,,0,0,,,,,,
,,2310,,그렇게 말하면서도 도문의 얼굴에 드리운 초조함은 사라진 구석이 없었다.,,,,,,,,,,,
2,501,2311,1000,와...,,,,9,0,,,,,,
,,2311,1000,도문이 너가 드디어...! ,,,,8,0,,,,,,
,,2311,1000,이렇게 네 마음에 꽃이 필 때도 오는 구나! 정말 기뻐.,,,,1,0,,,,,,
,,2311,1000,하지만 그렇게 어영부영 굴다가는 아무것도 되지 않을거야.,,,,2,0,,,,,,
,,2311,1000,네가 너의 마음에 당당하게 말할 수 있었으면 좋겠다.,,,,2,0,,,,,,
,,2311,1000,그래야 후회하지 않을거야. 나중에 너가 지금 이 순간을 돌아볼 때 말이야.,,,,1,0,,,,,,
,,2311,1000,그나저나...아까부터 엄청 단 향기와 함께 시원한 바람이 흘러와.,,,,2,0,,,,,,
,,2311,1000,아! 혹시 호수에 꽃이 피었나? 한번 가볼까? 호수의 꽃밭은 엄청 예쁜데... 나도 기분 전환 겸 가봐야 겠다!,,,,1,0,,,,,,
2,2350,2312,1000,와...,,,,9,0,,,,,,
,,2312,1000,이게 뭐야?! 생각했던 것 보다 훠어어얼씬 예쁘잖아!,,,,9,0,,,,,,
,,2312,1000,앗 저기 조각배도 있다! 뱃놀이하면서 구경해야...,,,,1,0,,,,,,
,,2312,1000,...?,,,,0,0,,,,,,
,,2312,1000,잠깐만... 꽃에 한눈이 팔려서 잘 몰랐는데... 어디서 자꾸 물이 튀는 거 같은데... 이상하게 물소리도 크게 들리고...,,,,3,0,,,,,,
,,2312,1000,엇! 호수에 큰 소용돌이가 있잖아?? 이게 무슨 일이야!,,,,2,0,,,,,,
,,2312,1000,빨리 해결해야 겠어! 이러다가 호수가 망가지면 안돼!,,,,5,0,,,,,,
2,2350,2313,1000,휴... 드디어 해결했다...,,,2312,1,0,,,,,,
,,2313,1000,이제 뱃놀이는 됐어... 당분간 물은 쳐다보기도 싫어...,,,,2,0,,,,,,
,,2313,1000,그나저나... 이정도로 큰 설렘의 감정이라니...,,,,4,0,,,,,,
,,2313,1000,이렇게 마음이 큰데도 아직까지 약속하나 못잡다니...!,,,,5,0,,,,,,
,,2313,1000,좋아하는 사람 앞에서 말을 꺼내기가 쉬운게 아니라는 건 알지만...,,,,5,0,,,,,,
,,2313,1000,그 어려움을 견디고 내뱉은 단순한 한마디로 인해 많은게 바뀔 수 있어!,,,,1,0,,,,,,
,,2313,1000,그러니까 자신감을 가지면 좋겠다.,,,,1,0,,,,,,
2,501,2314,1000,일단...나는 다시 돌아갈래... 힘들어.,,,2313,3,0,,,,,,
,,2314,1000,빨리 광장으로 돌아가서...?,,,,3,0,,,,,,
,,2314,1000,뭐야! 무슨 시계가 저렇게 빨리 돌아가!!!,,,,9,0,,,,,,
,,2314,1000,큰일이네... 저게 저러면 안되는데... 빨리 가봐야겠어!!,,,,6,0,,,,,,
2,2330,2315,1000,초침 돌아가는 소리가 엄청 크네! ,,,,6,0,,,,,,
,,2315,1000,이럴때가 아니야 빨리 해결하자!,,,,6,0,,,,,,
2,2330,2316,1000,휴... 정상으로 돌아왔다. ,,,,6,0,,,,,,
,,2316,1000,다행이야... 정말로 어떻게 되는 줄 알았어.,,,,5,0,,,,,,
,,2316,1000,그나저나...,,,,4,0,,,,,,
,,2316,1000,내가 걱정했던 것보다 훨씬 너의 마음이 문드러져 가고 있었던 것 같네...,,,,2,0,,,,,,
,,2316,1000,단순히 새나에게 말을 걸고 약속을 잡는 한마디의 말을 건내는 것도 힘들었지만...,,,,2,0,,,,,,
,,2316,1000,그것보다 더 큰 걱정은 너의 마음을 들키는 순간 새나와의 관계가 어떻게 될지였구나...,,,,2,0,,,,,,
,,2316,1000,만약 고백해서 거절당한다면? 지금처럼 간간히 말이라도 하는 사이로 남기도 힘들겠지...,,,,2,0,,,,,,
,,2316,1000,하지만 고백도 하지않고 그녀를 보내주기엔 마음이 너무 커서 힘들었구나...,,,,2,0,,,,,,
,,2316,1000,정말로 새나를 놓치기 싫은 모양이네...,,,,2,0,,,,,,
,,2316,1000,너가 이러는 건 처음 보는 것 같다.,,,,0,0,,,,,,
,,2316,1000,좋아하는 사람을 떠올리기만 해도 마음이 두근대고` 애절하고` 이런 아무것도 아닌 사이라는 것에 슬퍼하고...,,,,4,0,,,,,,
,,2316,1000,단순히 생각하기만 해도 여러 감정이 복받쳐 왔었겠네...,,,,4,0,,,,,,
,,2316,1000,있잖아... 이건 그냥 내 생각인데...,,,,4,0,,,,,,
,,2316,1000,계속 말했지만 아무것도 하지 않는 이상 달라질 수 있는 건 없어.,,,,1,0,,,,,,
,,2316,1000,만약 너가 아무것도 하지 않았는데 달라졌다는 건` 다른 누군가가 너를 대신해서 무언가를 한거야.,,,,1,0,,,,,,
,,2316,1000,그러니까... 너가 나중에 이 순간을 떠올리며 한번 말이라도 제대로 건내볼걸... 그때 이랬다면 어땠을까...하는 후회는 하지 않았으면해.,,,,1,0,,,,,,
,,2316,1000,나중에 후회하더라도 너의 마음에 한번쯤은 솔직해져 보자.,,,,1,0,,,,,,
1,,2317,,도문은 오늘따리 일찍 눈이 떠졌다.,,,,,,,도문의 방,,,,
,,2317,,한참을 침대에 앉아 생각하더니` 아직 학교갈 시간이 한참 남았지만 재빠르게 준비를 하기 시작했다.,,,,,,,,,,,
,,2317,1001,...이게 더 나으려나...?,,,,0,0,,,,,,
,,2317,,도문은 거울 앞에 서서 옷을 고르기 시작했다. ,,,,,,,,,,,
,,2317,,그래도 오늘이 마지막이니까...잘 보이고 싶어.,,,,,,,,,,,
,,2317,,도문은 그렇게 나즈막히 말하더니 고른 옷으로 갈아입기 시작했다.,,,,,,,,,,,
,,2317,,그러고서는 빠진게 없는지 가방을 확인하기 시작했다. ,,,,,,,,,,,
,,2317,1001,아...맞다!,,,,6,0,,,,,,
,,2317,,도문은 깜짝 놀라며 무언가를 급하게 챙겼다.,,,,,,,,,,,
,,2317,1001,...,,,,2,0,,,,,,
,,2317,,무언가를 챙긴 도문은 살짝 미소를 짓더니 약간 슬픈 표정이 되었다.,,,,,,,,,,,
,,2317,1001,잘 안되더라도... 그래도...,,,,4,0,,,,,,
,,2317,,그러면서 무언가 결심한 듯이 가방을 잡은 손에 힘을 주곤 집을 나섰다.,,,,,,,,,,,
1,,2318,,그렇게 도착한 강의실...,,,,,,,강의실2,,,,
,,2318,엑스트라,어? 벌써 왔어요?,,,,0,2,,,,,,
,,2318,1001,응 어쩌다보니...,,,,0,1,,,,,,
,,2318,,강의실에 가자 팀원들이 도문을 맞이했다.,,,,,,,,,,,
,,2318,1006,오빠가 웬일이래!,,,,9,2,,,,,,
,,2318,1001,그러게 오늘따라 일찍 눈이 떠졌네.,,,,1,1,,,,,,
,,2318,,새나도 평소와 같이 도문을 반갑게 맞이한다.,,,,,,,,,,,
,,2318,,도문이 자리에 앉자 바로 교수님이 들어와 마지막 강의를 하기 시작했다.,,,,,,,,,,,
,,2318,,한창 강의가 진행되는 와중... 도문은 계속해서 새나를 힐끔대며 눈치를 살피기 시작했다.,,,,,,,,,,,
,,2318,,그 모습은 무언가 초조해보이기도 하고 긴장되어 보이기도 했다.,,,,,,,,,,,
1,,2319,교수님,자! 그럼 다들 한 학기동안 수고 많았어요. 방학들 잘 보내고 나중에 다시들 봤으면 좋겠네요.,,,,7,2,,강의실2,,,,
,,2319,,그렇게 한 학기가 끝났다. ,,,,,,,,,,,
,,2319,,다들 재빠르게 짐을 챙기고는 서둘러 강의실을 빠져나간다.,,,,,,,,,,,
,,2319,,도문의 팀원들도 마찬가지였다. 서로에게 빠르게 인사를 하며 다들 나가 버렸다.,,,,,,,,,,,
,,2319,1006,와...다들 진짜 빠르다.,,,,9,2,,,,,,
,,2319,,새나는 아직 강의실에 남아있었다. 팀장이었기 때문에 마지막 강의때 정리할 것들이 많았었기 때문이다.,,,,,,,,,,,
,,2319,,더군다나 이리저리 다 흩트려 놔서 정리하는데 시간이 꽤 걸릴 것 같아 보였다. ,,,,,,,,,,,
,,2319,1001,...정리하는거 내가 도와줄게.,,,,1,1,,,,,,
,,2319,,도문은 새나가 정신없이 정리하는 걸 보곤 도와주기 시작했다. ,,,,,,,,,,,
,,2319,,그렇게 강의실에는 도문과 새나만이 남아있었다.,,,,,,,,,,,
,,2319,1006,휴... 드디어 다 정리했네요! 도와줘서 고마워요 오빠.,,,,1,2,,,,,,
,,2319,1001,뭘... ,,,,1,1,,,,,,
,,2319,1006,그럼 나도 가볼게요! 나중에 봐요.,,,,1,2,,,,,,
,,2319,1001,...저 새나야.,,,,0,1,,,,,,
,,2319,,도문은 어딘가 굳은 표정으로 새나를 붙잡았다. ,,,,,,,,,,,
,,2319,1006,어...무슨 일 있어요?,,,,0,2,,,,,,
,,2319,1001,그...,,,,0,1,,,,,,
,,2319,1001,그동안 도와준게 고마운데 한번도 보답한 적이 없는 것 같아서...,,,,0,1,,,,,,
,,2319,1001,너 영화 좋아한다고 했었잖아. 이거...,,,,0,1,,,,,,
,,2319,,도문은 가방에서 영화표를 꺼냈다. ,,,,,,,,,,,
,,2319,1001,같이 보러가지 않을래...? 그동안 도와줘서 고마워가지고...,,,,2,1,,,,,,
,,2319,1001,나도 이 영화 마침 보고 싶었는데` 너가 평소에 영화보는 것도 좋아하니까...,,,,2,1,,,,,,
,,2319,,도문은 말이 자꾸 도돌이표가 돌면서 횡설수설하기 시작했다.,,,,,,,,,,,
,,2319,,새나는 그런 도문을 잠깐 멍하게 쳐다보더니 살며시 웃으며 말해다.,,,,,,,,,,,
,,2319,1006,...좋아요! 저 그거 엄청 보고 싶었는데! 같이봐요 우리.,,,,1,2,,,,,,
,,2319,1001,어..? 정말?!,,,,9,1,,,,,,
,,2319,,도문은 새나의 말에 놀랐는지 잠깐 벙져있다가` 자신이 들은게 맞는지 다시 물어봤다.,,,,,,,,,,,
,,2319,1006,그럼요! 음... 언제가 좋을까?,,,,4,2,,,,,,
,,2319,1006,우리 내일 볼까요? 시간 어때요?,,,,8,2,,,,,,
,,2319,1001,나야...좋지!,,,,8,1,,,,,,
1,,2320,,,,,,,,2,8_4,새나의 긍정적인 대답에 횡설수설 하는 도문,,,
,,2320,,도문은 자신이 들은게 잘못된게 아니라는 걸 아는 순간 표정이 확풀렸다.,,,,,,4,,,,,
,,2320,,그러면서 둘은 잠깐 강의실에 다시 앉아 약속 시간을 잡기 시작했다. ,,,,,,,,,,,
,,2320,,도문은 이렇게 새나와 이야기하는게 좋으면서도 부끄러운지 점점 말이 빨라지고 얼굴이 붉어져갔다.,,,,,,,8_5,그런 도문을 바라보는 새나의 표정도 웃음기가 돈다.,,,
,,2320,,새나는 그런 도문을 보더니 남몰래 웃음을 터트렸다. ,,,,,,,,,,,
E,,,,,,,,,,,,,,,
