주요등장인물,1000|1001|1006|1007,퍼즐,ClockTower|Cliff,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
,,4504,사람1,오랜만에 국물있는거 먹으니까 좋네요.,,,,4,2,,,,,,
,,4504,사람2,그러게 맨날 느끼한것만 먹었었다 요즘. ,,,,5,2,,,,,,
,,4504,사람1,걱정을 그렇게 했는데 밥은 또 잘 들어가네요.,,,,4,2,,,,,,
,,4504,,밥을 다먹은 사람들이 점점 들어오기 시작하자 다시 모니터 앞으로 향하는 도문이었다. ,,,,,,,,,,,
,,4504,1001,...,,,,0,1,,,,,,
,,4504,사람1,과장님 뭐좀 드셨어요?,,,,4,2,,,,,,
,,4504,,밥을 먹고 온 한 사원이 도문에게 묻는다.,,,,,,,,,,,
,,4504,1001,뭐... 대충 먹었지. ,,,,4,1,,,,,,
,,4504,사람1,밖에서 커피좀 사왔는데` 좀 드시면서 하세요!,,,,4,2,,,,,,
,,4504,,그렇게 사원은 도문에게 커피를 건내고는 자리로 돌아갔다.,,,,,,,,,,,
,,4504,,그리고 다시 사무실에는 정적이 흐르고` 키보드를 두들기고 종이가 바스락 대는 소리만이 이곳을 채운다.,,,,,,,,,,,
,,4504,,다들 열심히 일을 하고 있었지만` 표정에는 계속해서 그림자가 드리우고` 멍해보였다.,,,,,,,,,,,
,,4504,,그렇게 시간이 한참 흐르고...,,,,,,,,,,,
,,4504,사람2,과장님!,,,,5,2,,,,,,
,,4504,,누군가 부르는 소리에 도문은 화들짝 놀라며 뒤를 돌아본다.,,,,,,,,,,,
,,4504,사람2,어... 놀라셨어요..? 죄송해요... 퇴근시간이 지나고 있는데 별 말씀이 없으시길래요...,,,,5,2,,,,,,
,,4504,1001,아...,,,,3,1,,,,,,
,,4504,,그 말을 들은 도문은 시계를 바라봤다.,,,,,,,,,,,
,,4504,,퇴근시간보다 1시간이나 더 흐른 시간이었다. 원래대로라면 먼저 집에 가라거나 했어야하는데 도문이 아무말도 없으니` 팀원중 한명이 부른 모양이었다.,,,,,,,,,,,
,,4504,1001,내가 정신이 없었네. 다들 퇴근하자고! 얼른 집에가지.,,,,1,1,,,,,,
,,4504,,도문이 그렇게 말하자` 사람들이 우후죽순 나가기 시작했다.,,,,,,,,,,,
,,4504,,그런 사람들을 멍하니 보던 도문도 짐을 챙기고 집으로 향했다.,,,,,,,,,,,
1,,4505,1006,왔어요?,,,,1,2,,거실2,,새나,,
,,4505,1001,먼저 와있었네? 오늘 일찍 끝났어?,,,,0,1,,,,,,
,,4505,1006,당신이 늦은 거죠~ 오늘 무슨 일 있었어요?,,,,2,2,,,,,,
,,4505,1001,아... 맞네. 오늘 평소보다 조금 늦게 끝났어.,,,,2,1,,,,,,
,,4505,1001,정신이 없다.,,,,0,1,,,,,,
,,4505,1006,어휴~ 정신좀 차려~밥은?,,,,1,2,,,,,,
,,4505,1001,별 생각 없어. 씻고 일찍 자려고` 이비는?,,,,4,1,,,,,,
,,4505,1006,이비는 벌써 먹였지.,,,,0,2,,,,,,
1,,4506,,,,,,,,3,14_2,일러스트 등장,감동,,
,,4506,,그때 누군가 방에서 나와 도문에게 인사를 했다.,,,,,,4,14_3,이비와 도문이 이야기하는 것같은 이펙트/이비의 입이 열려있다.,,문 세게 닫는 소리,
,,4506,1007,오셨어요?,,,,1,2,,,,,,
,,4506,1001,이비구나. 학교 잘 다녀 왔어?,,,,1,1,,,,,,
,,4506,,,,,,,,2,,둘이 서로 활짝 웃고 있는 표정,,,
,,4506,1007,늘 똑같죠 뭐... 수업 너무 재미없어!,,,,9,2,4,,웃고 있는 이펙트 등장,,,
,,4506,,그렇게 말하는 이비를 보곤 새나와 도문은 웃음을 터트렸다.,,,,,,,,,,,
,,4506,1007,뭐야... 전 진심으로 그러는건데 웃다니!,,,,5,2,,,,,,
,,4506,,그렇게 말하는 이비도 웃음이 전염된 것인지 같이 웃기 시작했다.,,,,,,,,,,,
,,4506,,그렇게 한참을 웃던 셋은 각자 해야할 것을 하기 위해 자리를 떴다.,,,,,,,,,,,
1,,4507,,막 씻고 나온 도문은 의자에 앉아 머리를 대충 말리기 시작했다. ,,,,,,1,침실(밤),,밤,,
,,4507,,멍하니 머리를 말리던 중` 안방 문이 열리며 새나가 들어왔다.,,,,,,,,,,,
,,4507,1001,벌써 다 먹었어?,,,,1,1,,,,,,
,,4507,1006,그냥 간단하게 먹었어요. 나도 내일 일찍 나가야 돼.,,,,1,2,,,,,,
,,4507,1006,아 맞다. 이번 주말에 시간 비웠죠? 어머님 댁에 가기로 했잖아요.,,,,9,2,,,,,,
,,4507,1001,그럼. 안까먹고 있지.,,,,0,1,,,,,,
,,4507,1001,아침 일찍 출발하자. 가는데도 시간좀 걸리고... 그날 바로 돌아와야 되니까.,,,,0,1,,,,,,
,,4507,1006,가기 전에 한약방 들려서 보약 맞춰놓은 것도 가져가야 돼요.,,,,8,2,,,,,,
,,4507,1006,까먹지 말고!,,,,9,2,,,,,,
,,4507,1001,하하 당신이 까먹는거 아니고?,,,,1,1,,,,,,
,,4507,1006,참나~!,,,,9,2,,,,,,
,,4507,,새침하게 말한 새나가 침대에 누웠다.,,,,,,,,,,,
,,4507,,그리고 그 뒤에 도문도 침대에 누워 눈을 감기 시작했다. ,,,,,,,,,,,
,,4507,1001,...,,,,0,1,,,,,,
2,501,4508,1000,...,,,4507,0,0,,,,,,
,,4508,1000,무언가 말을 하지는 않았지만,,,,0,0,,,,,,
,,4508,1000,복잡한 너의 심경이 여기까지 느껴졌어.,,,,4,0,,,,,,
,,4508,1000,정리해고... 누구에게도 털어 놓고 이야기 할 수 없었겠지...,,,,4,0,,,,,,
,,4508,1000,그런 이야기를 하는 순간부터 모두가 막막한 생각으로 머릿속이 가득 찰테니까...,,,,4,0,,,,,,
,,4508,1000,자신의 말 한마디에 무너질` 그리고 걱정할 모두의 모습을 보기 싫으니 더 이야기하고 싶지 않았겠지.,,,,0,0,,,,,,
,,4508,1000,그렇다고 혼자 묻어두기에는 큰 일이니 고민되고...,,,,0,0,,,,,,
,,4508,1000,내가 너에게 무슨 말을 해줄 수 있을까...,,,,2,0,,,,,,
2,501,4509,1000,가능한 조급해하지 말라는 말밖에 해줄 수 없을 것 같아...,,,4508,2,0,,,,,,
,,4509,1000,지금 들리는 이 시계소리처럼 조급해하다가는 너에게 악영향만 더 줄거야...,,,,2,0,,,,,,
,,4509,1000,...,,,,0,0,,,,,,
,,4509,1000,응..?,,,,2,0,,,,,,
,,4509,1000,잠시만...지금 내가 이상한 말을 한거 같은데...,,,,2,0,,,,,,
,,4509,1000,조급한 시계소리..? ,,,,2,0,,,효과,,,
,,4509,1000,... ,,,,0,0,,,,,,
,,4509,1000,시계에 문제가 생겼나봐! 그걸 늦게 알아차리면 어떻게 해!,,,,9,0,,,,,,
,,4509,1000,빨리 가보자!,,,,9,0,,,,,,
2,4530,4510,1000,초침이 너무 불안하고 빨라...,,,4509,2,0,,,,,,
,,4510,1000,빨리 해결해야 해.,,,,2,0,,,,,,
2,4530,4511,1000,...,,,4510,0,0,,,,,,
,,4511,1000,도문아.,,,,0,0,,,,,,
,,4511,1000,안그래도 불안해 보이던 너의 마음이 걱정됐는데...,,,,2,0,,,,,,
,,4511,1000,이렇게까지 혼자서 고민하고 불안해하고 있었구나.,,,,2,0,,,,,,
,,4511,1000,너의 마음이 이해가 가.,,,,2,0,,,,,,
,,4511,1000,부모님은 퇴직하셨고` 그분들을 부양해야할 자식은 너 혼자뿐이지.,,,,2,0,,,,,,
,,4511,1000,그리고 너의 가정도...,,,,2,0,,,,,,
,,4511,1000,아무리 새나가 같이 일을 하고 있다지만` 갑자기 한명이 일을 그만두게 되면 휘청댈수 밖에 없지...,,,,2,0,,,,,,
,,4511,1000,그리고 이비가 점점 클수록` 그만큼 이비에게 해주고 싶은` 해줘야 할 것들이 많아져 가겠지.,,,,2,0,,,,,,
,,4511,1000,그런 상황에서 너가 정리해고가 된다면...,,,,2,0,,,,,,
,,4511,1000,...,,,,4,0,,,,,,
,,4511,1000,큰 부담을 가족들에게 줘야 하니까... 그렇다고 확정되지 않은 일을 말해서 가족들에게 걱정을 끼치는 것도 싫었겠지.,,,,0,0,,,,,,
,,4511,1000,그래서 혼자 그렇게 다 감싸안고 힘들어 했구나...,,,,0,0,,,,,,
,,4511,1000,도문아. 불안한 너의 마음이 이해가 돼.,,,,0,0,,,,,,
,,4511,1000,하지만 언제까지 불안해 하고만 있을 수는 없는거야.,,,,0,0,,,,,,
,,4511,1000,이럴 때일 수록 너가 힘을 내고 당당해 졌으면 해.,,,,0,0,,,,,,
,,4511,1000,말그대로 확정되지 않은 거니까.,,,,0,0,,,,,,
,,4511,1000,물론... 고민의 당사자인 너에게는 속편한 소리뿐일 수 있지만...,,,,4,0,,,,,,
,,4511,1000,조금이라도 너가 마음을 편하게 만들었으면 해.,,,,4,0,,,,,,
,,4511,1000,지금으로는 그런 말밖에 해줄수 없어서 미안...,,,,2,0,,,,,,
2,501,4512,1000,후...,,,4511,4,0,,,,,,
,,4512,1000,널 위해 아무 것도 해줄 수 없는` 제대로된 위로도 전달할 수 없다는게 나를 너무 슬프게 해...,,,,2,0,,,,,,
,,4512,1000,늘 너를 지켜보고 너의 일생을 함께하고 있지만` 너와 제대로된 말 한마디를 주고 받을 수 없다니...,,,,2,0,,,,,,
,,4512,1000,진짜... 나는 진짜...,,,,5,0,,,,,,
,,4512,1000,훌쩍...,,,,5,0,,,,,,
,,4512,1000,힝... 울고 싶지 않았는데...,,,,5,0,,,효과,,,
,,4512,1000,눈 앞이 뿌얘서 아무것도 안보여...,,,,5,0,,,,,,
,,4512,1000,(슥슥),,,,3,0,,,,,,
,,4512,1000,눈물을 닦아도 왜 그대로지..?,,,,3,0,,,,,,
,,4512,1000,내 눈물 때문에 앞이 안보이는게 아닌가봐..!,,,,9,0,,,,,,
2,4560,4513,1000,훌쩍...,,,4512,5,0,,,,,,
,,4513,1000,빨리 해결할꺼야...,,,,5,0,,,,,,
,,4513,1000,조금이라도 너에게 도움이 되길 바라니까...,,,,5,0,,,,,,
2,4560,4514,1000,내가 무너지면 어떻게 하지?,,,4513,0,0,,,,,,
,,4514,1000,내가 해고가 되면... 부모님은? 이비는? 어떻게 하지?,,,,0,0,,,,,,
,,4514,1000,그리고... 새나에게 갈 부담은?,,,,0,0,,,,,,
,,4514,1000,나는 어쩌면 좋을까...,,,,4,0,,,,,,
,,4514,1000,그런 생각들이 너의 마음을 갉아 먹고 있었구나 도문아...,,,,4,0,,,,,,
,,4514,1000,초조하고 조급한 마음.,,,,4,0,,,,,,
,,4514,1000,그리고 불안한 마음이 너를 힘들게 하는거야...,,,,2,0,,,,,,
,,4514,1000,그 확실하지 않은 소문이... 진짜라면? 그리고 그 대상이 나라면?,,,,2,0,,,,,,
,,4514,1000,당장은 퇴직금과 새나가 하는 일로 먹고 산다지만... 그게 계속 지속 될수는 없을 거라고 걱정했구나.,,,,2,0,,,,,,
,,4514,1000,그리고 이런 부정적인 생각이 꼬리에 꼬리를 물어 지금의 상황을 만들어 너를 힘들게 했지...,,,,2,0,,,,,,
,,4514,1000,정리해고 같이 타격이 크지만 불확실한 소문이 돌고있다면 충분히 그럴 수 있어.,,,,2,0,,,,,,
,,4514,1000,너가 지금 이렇게 혼자서 힘들어하는 것도 나는 다 이해해.,,,,2,0,,,,,,
,,4514,1000,그 누구보다 너를 늘 가까이서 보고 있으니까...,,,,4,0,,,,,,
,,4514,1000,도문아... 나도 아까는 잠깐 절망했었어.,,,,2,0,,,,,,
2,501,4515,1000,... 사실 늘 알고 있었어.,,,4514,0,0,,,,,,
,,4515,1000,너에게 이렇게 말을 하고는 있지만` 이게 너에게 직접 닿지 않는 다는 걸.,,,,2,0,,,,,,
,,4515,1000,널 위해 하는 모든 말들을 너는 직접 들을 수 없다는 걸...,,,,2,0,,,,,,
,,4515,1000,늘 알고 있었지만` 새삼 깨닫게 된 그 사실이 나를 슬프게 해...,,,,2,0,,,,,,
,,4515,1000,하지만... 그래도 나는 너에게 말을 하는걸` 널 위로하고 이야기하는 걸 멈추지 않을 거야.,,,,5,0,,,,,,
,,4515,1000,너에게 직접 닿지는 않더라도 너에게 조금이라도 힘이 되주고 싶으니까.,,,,5,0,,,,,,
,,4515,1000,너가 조금이라도 편히 잘 수 있도록 노력하면서` 나도 나 나름대로의 위로를 너에게 건낼거야.,,,,5,0,,,,,,
,,4515,1000,말은 전달 되지 않겠지만` 내 마음이 너에게 전달 될거라고 믿으니까.,,,,5,0,,,,,,
,,4515,1000,그러니까 도문아 너도 그랬으면 해.,,,,4,0,,,,,,
,,4515,1000,너가 직접적으로 무언가를 할 수 없는 상황이라고 좌절하지 않았으면 해.,,,,4,0,,,,,,
,,4515,1000,너가 해결할 수 없는 일에 맞닥드렸다고 하더라도 포기하지 않았으면 해.,,,,4,0,,,,,,
,,4515,1000,그런 희망이 너에게 기회를 줄거야.,,,,1,0,,,,,,
,,4515,1000,그리고 끝이라고 생각하지 말자.,,,,1,0,,,,,,
,,4515,1000,늘 우리는 새로운 시작을 향해 언제든 떠날 수 있어.,,,,1,0,,,,,,
,,4515,1000,정리해고가 된다고 가정하고나서 부정적인 것만 생각하는게 아니라 새로운 시작을 어떻게 할지를 생각해보자.,,,,1,0,,,,,,
,,4515,1000,물론 이건 말그대로 가정이야. 누구나 해볼 수 있는 가정.,,,,1,0,,,,,,
,,4515,1000,일어나지 않을 수도 있는 일이야.,,,,4,0,,,,,,
,,4515,1000,하지만 일어날 수도 있다는 가능성이 너의 머릿속을 맴돌겠지.,,,,4,0,,,,,,
,,4515,1000,그러니 조금이라도 긍정적으로 생각해보자. 그리고 현실적인 차선책을 세워두자.,,,,4,0,,,,,,
,,4515,1000,그 조금의 다른 생각이 너를 절망에서 빼낼 손길을 안겨 줄거야.,,,,4,0,,,,,,
,,4515,1000,...,,,,4,0,,,,,,
,,4515,1000,그러니까... 그렇게 혼자 힘들어하지마 도문아...,,,,1,0,,,,,,
1,,4516,,오늘따라 창을 통해 건너오는 햇빛이 강렬하다.,,,,,0,,침실,,아침,,
,,4516,,도문은 유독 찡그리며 침대에서 일어나 눈을 떴다.,,,,,0,,,,,,
,,4516,1001,...,,,,0,0,,,,,,
,,4516,,옆자리를 슥 본 도문은 새나가 먼저 일어났음을 확인하고는 그 자리를 쓸어내렸다.,,,,,0,,,,,,
,,4516,,그러고는 아무말 없이 일어나 회사갈 준비를 하기 시작했다.,,,,,0,,,,,,
,,4516,,준비를 다한 도문은 식탁으로 가 식빵에 잼을 발라 먹기 시작했다.,,,,,0,,거실2,,,,
,,4516,1006,오늘도 늦어요?,,,,0,2,,,,,,
,,4516,,그때 거실에서 빨래를 개던 새나가 도문에게 말을 건냈다.,,,,,0,,,,,,
,,4516,1001,오늘은 제때 올거야.,,,,0,1,,,,,,
,,4516,1001,어제는 정신이 없어서...,,,,0,1,,,,,,
,,4516,1001,당신은 오늘 일 안가?,,,,0,1,,,,,,
,,4516,1006,오늘은 은행도 좀 가봐야하고 그래서` 반차내고 늦게 출근하기로 했어요.,,,,0,2,,,,,,
,,4516,1001,이비는?,,,,0,1,,,,,,
,,4516,1006,이비가 당신보다 일찍 일어났네요~,,,,1,2,,,,,,
,,4516,1006,오늘 동아리때문에 일찍 나간다고 하더라구요.,,,,1,2,,,,,,
,,4516,1001,그래...,,,,0,1,,,,,,
,,4516,1006,그럼 오늘은 같이 저녁 먹을 수 있죠? 이비한테도 말해서 시간맞춰서 먹게요.,,,,1,2,,,,,,
,,4516,1001,응 끝날 때 쯤에 연락 줄게.,,,,1,1,,,,,,
,,4516,,그 말을 마지막으로 도문은 현관 앞으로 갔다.,,,,,,,,,,,
,,4516,1001,그럼 먼저 갈게.,,,,1,1,,,,,,
,,4516,1006,조심해서 갔다와요~,,,,1,2,,,,,,
,,4516,,그렇게 밖으로 나온 도문의 표정은 어딘가 덤덤해 보였다.,,,,,0,,,,,,
1,,4517,,회사로 가는 길...,,,,,,,차_내부,,일상3,,
,,4517,,도문은 차 안에서 잔잔한 노래를 들으며 운전하고 있었다.,,,,,,,,,,,
,,4517,1001,아니라면 좋겠지만...,,,,0,0,,,,,,
,,4517,,만약 정리해고가 된다면...,,,,,,,,,,,
,,4517,,말을 중얼거리던 도문은 자기 자신에게 말을 건내듯 계속 이어나갔다.,,,,,,,,,,,
,,4517,1001,일단 몇 달간은 다시 경력직으로 여러 회사에 이력서를 내봐야지...,,,,0,0,,,,,,
,,4517,1001,그래도 아니다 싶으면... 퇴직금으로 가게를 차리는게 어떤지 물어봐야겠지...,,,,0,0,,,,,,
,,4517,1001,요즘 어떤게 좋은지 조금 찾아봐야겠네...,,,,4,0,,,,,,
,,4517,1001,아니면 아예 다른 직종의 일을 찾아봐야 하나...,,,,4,0,,,,,,
,,4517,,만약 자신이 해고된다면... 라는 가정하에,,,,,,,,,,,
,,4517,,도문은 여러 방안책을 말하고 있었다.,,,,,,,,,,,
,,4517,1001,일단... 이번주까지는 회사 상황을 보고... 집에도 말을 해야겠지.,,,,0,0,,,,,,
,,4517,1001,아무런 말을 하지 않은 채로 진짜로 해고가 된다면...,,,,0,0,,,,,,
,,4517,1001,다들 갑작스런 상황에 당황하고 힘들어 할테니...,,,,0,0,,,,,,
,,4517,1001,...후...,,,,4,0,,,,,,
,,4517,,그렇게 말한 도문은 한숨을 크게 한번 내쉬었다.,,,,,,,,,,,
,,4517,,그리고 오늘따라 생각을 많이해서 인지` 도문은 회사에 금방 도착했다.,,,,,,,,,,,
,,4517,,차를 주차하고 나서 회사로 들어서는 발걸음이 무거워 보였다.,,,,,,,,,,,
1,,4518,1001,...,,,,0,0,,사무실,,stop,,
,,4518,1001,..?,,,,0,0,,,,,,
,,4518,,,,,,,,2,14_6,어제와 달리 화기애애한 분위기의 사무실,,,
,,4518,,어제와는 상반되는 사무실의 분위기.,,,,,,4,,,,,
,,4518,,어제는 모두가 얼굴에 그림자가 드리웠지만` 오늘은 모두들 얼굴에서 햇빛이 온것 마냥 표정이 좋아 보였다.,,,,,,,,,,,
,,4518,,무언가 이상함을 느낀 도문이지만 일단 자리에 앉아 오늘 해야 할 업무를 확인하고 있었다.,,,,,,,,,,,
,,4518,,그렇게 있다가 점점 분위기가 밝아져 가고` 어느 수다쟁이 사원이 신나게 이야기를 나누는 소리가 도문에게까지 들려온다.,,,,,,,,,,,
1,,4519,사람1,정말 다행이에요. 안그래요?,,,,4,1,1,사무실,,일상2,,
,,4519,사람2,그러니까... 진짜 십년감수 했지 뭐야~,,,,5,2,,,,,,
,,4519,사람1,그나저나 제 2부서에서는 무슨 일이 있었길래...,,,,4,1,,,,,,
,,4519,사람2,왜... 그거 있잖아` 저번에 회사에서 대형 프로젝트 하나 진행시킨거.,,,,5,2,,,,,,
,,4519,사람2,2부서 사람들이 욕심내서 자기들이 하겠다고 하더니... 결국 말아먹었지 뭐...,,,,5,2,,,,,,
,,4519,사람2,덕분에 실적도 별로고...,,,,5,2,,,,,,
,,4519,사람1,그러고 보니 그 전에도 몇개 말아먹었다고 하지 않았었나요?,,,,4,1,,,,,,
,,4519,사람2,완전 말아먹은건 아니었는데` 그저그랬다던데.,,,,5,2,,,,,,
,,4519,사람2,그래서 이번 대형 프로젝트로 한방 크게 따내려고 한건데` 실패한거지 뭐.,,,,5,2,,,,,,
,,4519,사람1,미안한 말이지만... 그간 정리해고 소문 때문에 힘들었었는데` 사실이 아니라서 다행이네요.,,,,4,1,,,,,,
,,4519,사람2,그러니까 말이야. 뭐... 제 2부서 사람들은 거의 권고사직이지만...,,,,5,2,,,,,,
,,4519,,알고보니 그간 들려온 정리해고 소문은 제 2부서 사람들에게 회사가 권한 권고사직 이야기가 돌고 돌아 와전되어 퍼진 모양이었다.,,,,,,,,,,,
,,4519,사람1,헉... 그럼 그 부서 사람들 거의 다..?,,,,4,1,,,,,,
,,4519,사람2,그건 아닐걸..? 뭐... 자세한건 우리한테 말 안해주지.,,,,5,2,,,,,,
,,4519,사람2,일단 그 대상이 우리가 아니라는게 중요하지 뭐.,,,,5,2,,,,,,
,,4519,사람1,그건 그렇네요. 휴... 진짜 미안하지만 다행이에요.,,,,4,1,,,,,,
,,4519,사람2,그럼 이제 수다는 그만하고 자리로 돌아가시죠~,,,,5,2,,,,,,
,,4519,사람1,아..! 넵!,,,,4,1,,,,,,
,,4519,,그렇게 말하는 두 사람의 표정이 어제와는 상반되어 보인다.,,,,,,,,,,,
1,,4520,,도문은 두 사람의 말을 듣고 상황을 이해하기 시작했다.,,,,,,,사무실,,,,
,,4520,1001,하...,,,,4,0,,,,,,
,,4520,,도문은 몸에 힘이 빠지는 지 의자에 몸을 기대기 시작했다.,,,,,,,,,,,
,,4520,,아무래도 계속 걱정하던 일이 실제로 벌어지지 않아서` 그리고 괜한 걱정이었다는 사실에 긴장이 풀린 모양이다.,,,,,,,,,,,
,,4520,1001,다행이다..,,,,0,0,,,,,,
,,4520,,지금 도문의 머릿 속에는 지금까지 했던 모든 걱정들이 스쳐지나가고 있었다.,,,,,,,,,,,
,,4520,1001,정말 다행이야...,,,,4,0,,,,,,
,,4520,,그렇게 도문은 한참을 멍하니 의자에 기대어 있었다.,,,,,,,,,,,
,,4520,,뒤 늦게 정신을 차린 도문은 화들짝 놀라며 모니터 앞으로 가 일을 하기 시작했다.,,,,,,,,,,,
,,4520,,무언가 복잡한 심경이 마음을 가득 채웠지만` 지금은 안도감이라는 감정이 도문의 마음을 더 크게 지배하고 있었다.,,,,,,,,,,,
,,4520,1001,...,,,,0,0,,,,,,
,,4520,1001,그래도 혹시 모르니까... ,,,,0,0,,,,,,
,,4520,1001,퇴직 후 무엇을 할지는 정해두자. ,,,,0,0,,,,,,
,,4520,1001,새나랑 의논도 해보고...,,,,4,0,,,,,,
,,4520,,안도감을 만끽하던 도문은 그런 말을 하고는 다시 일에 집중하기 시작했다.,,,,,,,,,,,
,,4520,,아무래도 이번 고민을 계기로` 혹시 모를 일이 발생했을 때 위해 미리 대비를 해놓려는 모양이다.,,,,,,,,,,,
,,4520,,그렇게 일에 집중하는 도문의 얼굴에 드리운 그림자는 거의 사라진 상태였다.,,,,,,,,,,,
E,,,,,,,,,,,,,,,
