주요등장인물,1000|1001,,,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
,,8010,,그 과정 속에서 도문은 정말 아무것도 하지 않았다. ,,,,,,,,,,,
,,8010,,시계의 초침이 째깍대는 소리만이 그 정적 속에서 소리를 채워주고 있었다.,,,,,,,,,,,
,,8010,,그렇게 한참을 쉬던 도문은 다시 자리에서 일어나 어디선가 이젤을 가져왔다.,,,,,,,,,,,
19,,8011,,이젤에 걸려있던 캠퍼스에는 약간의 그림이 그려져 있었다. ,,,,,,,19_11,이젤 앞에 앉아 마저 그림을 그리는 도문,,,
,,8011,,한 호수가 꽃 밭에 둘러쌓여 있는 듯한 그림이었다. ,,,,,,,,,,,
,,8011,,그 모습이 마치 꿈 속의 장소 같이 몽환적이고 아름다워 시선을 빼앗겼다.,,,,,,,,,,,
,,8011,,그렇게 도문은 햇빛이 잘 드는 장소에 자리를 잡고 그림을 마저 그리기 시작했다. ,,,,,,,,,,,
,,8011,,다른 걸 할 때는 멍을 때리고 중간중간 숨을 고르며 쉬던 도문이었지만` 지금 그림을 그릴 때만큼은 쉴틈없이 집중하여 그리고 있었다. ,,,,,,,,,,,
,,8011,,어떨 때는 느리게` 어떨 때는 빠르게 붓을 놀리며 그림을 점점 완성해 나가고 있었다.,,,,,,,,,,,
,,8011,,그러다 문득 자신의 얼굴에 맞닿은 빛이 붉은 빛을 띄게 되자 도문은 창을 천천히 바라보았다.,,,,,,,,,,,
19,,8012,1001,...,,,,0,0,,19_12,(41-47)행에서 노을이 진 하늘로 변경햇빛이 비추던 거실도 노을 빛으로 물든다. →(41-47)에서 (48-53)으로 점점 덮여쓰워지는 연출,,,
,,8012,,노을이 지는 하늘.,,,,,,,,,,,
,,8012,,그 하늘은 아름답고 정렬적인 색이었으며` 따스하면서도 쓸쓸한 색이었다. ,,,,,,,,,,,
,,8012,1001,벌써 시간이 늦었네...,,,,0,0,,,,,,
,,8012,,그렇게 말하는 도문의 얼굴은 오늘 그 어떤 때보다 외로움을 잘 나타내고 있었다. ,,,,,,,,,,,
,,8012,,낭만적이고 따스하던 그 노을 빛은 이제는 도문에게 혼자라는 외로움만을 가득 가져다 주었다. ,,,,,,,,,,,
19,,8013,,결국 드려내져버린 그 외로움을 더이상 느끼고 싶지 않았기에.,,,,,,,19_13,(18-21)행 처럼 다시 주방으로 간 도문 →냉장고에 있는 호일에 감싸진 접시를 클릭할 수 있다. →볶음밥은 이미 먹었기에 접시가 사라져 있다.,,,
,,8013,,도문은 빠르게 그림을 정리하며 커튼을 쳐벼렸다. ,,,,,,,,,,,
,,8013,,집안이 한순간 어두워졌다. ,,,,,,,,,,,
,,8013,,그림을 한쪽 벽에 세워두곤 주방으로가 식탁 앞에 앉았다. ,,,,,,,,,,,
,,8013,,무언가를 먹을 생각이 들지는 않았지만` 먹지 않으면 이비가 걱정하기에.,,,,,,,,,,,
,,8013,,간단하게라도 먹으려는 도문이었다. ,,,,,,,,,,,
,,8013,,그러다 냉장고 한 구석에서 호일에 쌓인 무언가를 발견하곤 슬쩍 펼쳐보았다.,,,,,,,,,,,
19,,8014,,도문이 좋아하는 계란 김밥이 그 안에 있었다. ,,,,,,,19_14,(22-27)행처럼 식탁에 앉은 도문의 모습 →식탁에는 아무것도 없다. (전자레인지에 돌리고 있기 때문_해당 부분은 전자레인지 사운드로 상황 채우기),,,
,,8014,,아마 이비가 어제 만들고 갔던 것 같다.,,,,,,,,,,,
,,8014,,저녁을 차려 먹기 귀찮았기에` 그릇에 옮겨 전자렌지에 돌리기 시작했다. ,,,,,,,,,,,
19,,8015,,천천히 돌아가며 뎁혀지는 그릇을 보며 도문은 자리에 앉았다.,,,,,,,19_15,(61-63)행에서 식탁에 계란 김밥 접시가 놓여져 있다.,,,
,,8015,,다 뎁혀진 계란김밥을 조금 먹기 시작했지만` 한 두 조각을 먹다가 내려두었다. ,,,,,,,,,,,
,,8015,,그러면서 거실의 창을 쳐다보기 시작했다. ,,,,,,,,,,,
,,8015,,띵,,,,,,,,,,,
,,8015,,그때 도문의 주머니에서 알림음이 울렸다. ,,,,,,,,,,,
19,,8016,,,,,,,,2,19_16,(기존에 사용하던 핸드폰_문자 UI) “저녁 드셨죠?”/“내일 그 사람이랑 들를게요~” 라고 온 문자내용 해당 핸드폰 뒤에 배경 색은 하얀색이다. 해당 내용이 한번에 오는게 아닌` 순차적으로하나씩 오고 난 후에` 다음 대사 진행,,,
,,8016,,이비에게서 온 문자였다.,,,,,,1,,,,,
,,8016,,문자 메세지를 본 도문의 입가에 잔잔한 미소가 띄워졌다가 사라진다.,,,,,,,,,,,
,,8016,1001,이제 슬슬 자야지...,,,,3,0,,,,,,
,,8016,,그렇게 말하며` 아까 그리던 그림을 가지고 방으로 가는 도문이다.,,,,,,,,,,,
19,,8017,,방 책상에 그 그림을 올려두고는 침대에 누워 천장을 바라봤다.,,,,,,,19_17,에피소드_잘가요에서 새나만 누워있던 모습과 같은 구도,,,
,,8017,,새나가 떠난 후로 혼자 남게 된 집.,,,,,,,,,,,
,,8017,,수십 년을 이 집에서 새나와 둘이` 그리고 이비와 셋이 그렇게 살았지만.,,,,,,,,,,,
,,8017,,지금은 도문이 혼자만 남게 되었다. ,,,,,,,,,,,
,,8017,,그 허전함과 공허함은 한동안 도문의 마음에 서러움만을 남겼다. ,,,,,,,,,,,
,,8017,,계속해서 떠오르는 그 날들의 따스한 햇살과 긴 밤들이 야속하기만 했다.,,,,,,,,,,,
,,8017,,예전에는 그런 사실을 인정하고 싶지도` 겪고 싶지도 않아서 계속 누워 자기만했다.,,,,,,,,,,,
,,8017,,하지만 세월이 흐르면서 어느정도 익숙해 진 것일까?,,,,,,,,,,,
,,8017,,이제는 새나의 흔적을 보는걸 두려워하지 않았다. ,,,,,,,,,,,
,,8017,,아직 완전하게 덤덤히 볼 수 있는 것은 아니지만` 그래도 이젠 나름대로 새나의 흔적을 웃으며 보게 되었고` 그나마 혼자서 무엇이라도 하며 하루를 보낼 수 있게 되었다. ,,,,,,,,,,,
,,8017,,그렇게 지난 혼자가 된 삶을 바라보던 중.,,,,,,,,,,,
,,8017,,도문은 문득 지난 자신의 삶이 어땠는 지 생각하게 되었다. ,,,,,,,,,,,
,,8017,,나는 그동안 어떤 삶을 살아왔을까?,,,,,,,,,,,
,,8017,,눈을 감고 생각하기 시작했다.,,,,,,,,,,,
19,501,8018,1000,늘 익숙하던 것들이 사라지면` 그것이 원래는 내 곁에 없었던 것이라고 하더라도 허전해져.,,,,0,0,,,,,,
,,8018,1000,허전하고 슬프고 공허해서 그 빈 자리만 바라보게 되는거지...,,,,0,0,,,,,,
,,8018,1000,환하디 환한 그 빈 자리는 점점 빛을 잃어가며 그림자에 져물어 가겠지.,,,,0,0,,,,,,
,,8018,1000,그러면서 그제서야 그 빈 자리를 똑바로 바라볼 수 있게 되는 거야.,,,,0,0,,,,,,
,,8018,1000,...,,,,4,0,,,,,,
,,8018,1000,지금 나에게,,,,4,0,,,,,,
,,8018,1000,그리고 도문이 너에게,,,,4,0,,,,,,
,,8018,1000,새나가 그래.,,,,4,0,,,,,,
,,8018,1000,처음엔 그 빈 자리를 보기 너무 힘들어했지만... 점점 바라볼 수 있게 되었잖아.,,,,4,0,,,,,,
,,8018,1000,잘 버티고 있어 도문아. ,,,,0,0,,,,,,
19,501,8019,1000,달빛이 빛나는 이런 밤이면 생각에 생각이 꼬리를 물어 여러가지 생각을 하게 돼.,,,8018,4,0,,,,,,
,,8019,1000,오늘 하루 새나를 생각하면서 했던 생각이 이젠 너의 삶에 대한 생각으로 옮겨갔구나.,,,,4,0,,,,,,
,,8019,1000,도문아 사람의 인생은 같아 보이지만 다르다고 생각해.,,,,4,0,,,,,,
,,8019,1000,한 생명이 태어나 세상 밖으로 나오게 되고` 그 생명은 세월에 의해 커가면서 몸도 마음도 점점 성장해 나가지.,,,,4,0,,,,,,
,,8019,1000,공부를 하며` 일을 하며 세월을 보내고 새로운 인연을 만들며 남은 평생을 함께하고...,,,,4,0,,,,,,
,,8019,1000,멀리서 보면 비슷하지만 그 순간순간이 사람들마다 다른거야.,,,,4,0,,,,,,
19,8070,8020,1000,이런 인생 속에서 우리는 우울하고 슬픈 일을 많이 겪게 돼.,,,,2,0,5,,동굴 진입 및 1페이즈,,,
,8071,8021,1000,그건 누군가와 싸우면서 생길 수 있는` ,,,,2,0,5,,1페이즈 진입/소외감 에피소드의 일러스트 중 1개 작게 삽입,,,
,8072,8022,1000,소중한 것을 포기하면서 생길 수 있는`,,,,2,0,5,,1페이즈 완수 및 2페이즈 진입/도문이가 그린 그림 중 하나를 작게 삽입,,,
,8073,8023,1000,내 사람을 떠나보내면서 생길 수 있는 그런 감정이야.,,,,2,0,5,,2페이즈 완수 및 3페이즈 진입/새나의 모습을 작게 삽입,,,
,8074,8024,1000,우리는 그 일에 슬퍼하며 점점 저 깊은 감정의 동굴 안 속으로 들어가게 되버려.,,,,,0,5,,3페이즈 완수/동굴 가장 안쪽,,,
19,8060,8025,1000,그리고 그 곳에서 우리는 좌절을 겪고 불안해 하며 저 아래` 끝이 보이지 않는 절벽에 서있는 것 마냥,,,60,2,0,5,,절벽 진입,,,
,,8025,1000,아슬한 상태에 놓이게 되는거야.,,,,2,0,5,,절벽 진입,,,
,8060,8026,1000,과연 내가 어떻게 해야하는 걸까?,,,61,3,0,5,,절벽 퍼즐 완수/소외감 에피소드 일러스트,,,
,,8026,1000,내 미래는 어떻게 되는걸까?,,,,3,0,5,,진로에 대한 고민 에피소드,,,
,,8026,1000,내가 잘 하고는 있는걸까?,,,,3,0,5,,직장 스트레스 에피소드,,,
,,8026,1000,하는 고민들로 머릿 속을 가득 채우며 아슬한 낭떠러지가 우릴 반겨.,,,,4,0,5,,,,,
19,8040,8027,1000,그러다가 이 상황에` 그런 상황이 되게 한 것에 대해 치밀어 오르는 화를 주체할 수 없게 돼버려.,,,40,0,0,5,,화산 진입,,,
,8040,8028,1000,도대체 나한테 왜그러는 거지?,,,41,4,0,5,,화신 1페이즈 완료(진입에서 수정)/소외감 및 직장 스트레스 에피소드,,,
,8041,8029,1000,내가 뭘 어떻게 해야하는 거지?,,,42,4,0,5,,화산 2페이즈 진입/직장 스트레스 및 갱년기 에피소드,,,
,8041,8030,1000,그런 생각들이 너의 머릿속을 계속해서 이끌어.,,,43,0,0,5,,화산 모든 퍼즐 완수,,,
,,8030,1000,이렇게 슬프고 화나는 일이 많은 인생이지만`,,,,0,0,5,,,,,
19,8050,8031,1000,그런 인생 속에서 그만큼 행복하고` 기쁘고` 설레는 일들도 있어.,,,50,1,0,5,,호수 진입,,,
19,8050,8032,1000,소풍을 가는 어린아이의 마음` ,,,51,1,0,5,,호수 1페이즈 진입/소풍 에피소드,,,
19,8051,8033,1000,누군가를 보고 느끼게 되는 두근거림...,,,52,1,0,5,,호수 2페이즈 진입/연애 에피소드,,,
19,8051,8034,1000,그리고 행복과 기쁜 감정들.,,,53,1,0,5,,호수 모든 퍼즐 완수/결혼 에피소드,,,
,,8034,1000,이런 일들이 존재하기에 우리는 살아갈 수 있게 돼.,,,,1,0,5,,,,,
19,8030,8035,1000,도문아 내가 벌써 너를 만난지 수십년의 세월이 흘렀구나...,,,30,4,0,5,,시계탑 진입,,시계 초침소리,
,,8035,1000,시간 정말 빠르다.,,,,0,0,5,,,,,
,,8035,1000,내가 처음 봤던 너는 조그마한 갓난쟁이였는데` 이젠 커다란 어른이 되었구나.,,,,1,0,5,,,,,
19,8030,8036,1000,너가 인생을 살면서 느꼈던 감정들.,,,31,0,0,5,,시계탑 1페이즈 진입,,초침소리가 점점 느려진다.,
,,8036,1000,슬픔` 좌절` 분노` 기쁨 등의 여러가지 감정을 나도 느낄 수 있게 해줘서 고마워.,,,,0,0,5,,,,,
,,8036,1000,나도 너와 이렇게 함께하면서 최고로 행복한 삶을 살아온것 같아 도문아.,,,,0,0,5,,,,,
19,8031,8037,1000,다만... 이렇게 늘 너에게 말하지만 끝까지 제대로 전달 되지 못했다는 사실이 나는 너무 슬퍼.,,,32,4,0,5,,시계탑 2페이즈 진입,,,
,,8037,1000,그렇지만 마음으로나마 너가 내 말을 느꼈길 바라.,,,,4,0,5,,,,,
,,8037,1000,정말 그동안 행복했어 도문아.,,,,4,0,5,,,,,
,,8037,1000,마지막으로 내가 너에게 하고 싶은 말이 있어 도문아.,,,,4,0,5,,,,,
19,8032,8038,1000,너의 삶도 그래.,,,33,2,0,5,,시계탑 3페이즈 진입,,초침소리가 배경음보다 커진다.,
,,8038,1000,남들보다 부족하지도 넘치지도 않는 그런,,,,2,0,5,,,,,
,,8038,1000,딱 도문이 너의` 너만의 삶을 너는 살아왔어.,,,,2,0,5,,,,,
,,8038,1000,너의 인생에 굴곡도 있었지만` 너는 언제나 그런 순간을 잘 헤쳐나갔지.,,,,2,0,5,,,,,
,,8038,1000,너의 성격처럼 잔잔하게` 성실하게` 열심히 앞을 향해 나아았어.,,,,2,0,5,,,,,
,,8038,1000,너는 정말 열심히 살아왔다고`,,,,1,0,5,,,,,
,,8038,1000,행복한 삶을 살아왔다고 말해주고 싶어 도문아.,,,,1,0,5,,시계탑 모든퍼즐 완수,,,
19,8032,8039,1000,...,,,34,0,0,5,,,,배경음 삭제,
,,8039,1000,정말 이렇게 빠르게 지나가버린 세월이 야속해질줄이야...,,,,4,0,5,,,,,
,,8039,1000,다시한번... 마지막으로 너에게 전할게 도문아.,,,,4,0,5,,,,,
,,8039,1000,그동안 정말 고마웠어.,,,,1,0,5,,,,,
,,8039,1000,잘 자. 도문아.,,,,1,0,5,,,,,시계초침소리가 멈춘다.
19,,8040,,,,,,,,2,19_18,하얀 화면에서 점점 밝혀지는 화면_,,,
19,,8041,,,,,,,,,19_19,앞장으로 4 장정도 넘겨지는 연출(오른쪽의 페이지가 왼쪽으로),,,
19,,8042,,,,,,,,,19_20,점점 줌 아웃,,,
19,,8043,,,,,,,,,19_21,창가 근처 책상에 놓인 그림과 일기장이 계속 앞장으로 넘어가는 연출,,,
19,,8044,,,,,,,,,19_22,19_21 번의 모습의 그림체가 바뀌면서(일러스트화_포토샵 필터 효과로 바꿔도 상관없음)오른쪽 하단에 fin,,,
E,,,,,,,,,,,,,,,
