등장주요인물,1000|1001|1004,,,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
,,2021,,어제 같이 술자리를 했던 동기가 도문에게 다가와 말을 걸었다.,,,,,,,,,,,
,,2021,1001,헉...늦게 일어나서...헉...,,,,9,1,,,,,,
,,2021,대학 동기,어우... 힘들어 보이네.,,,,0,2,,,,,,
,,2021,대학 동기,아 그러고 보니 오늘도 애들이랑 안개포차에서 저녁 먹기로 했는데` 너도 올거지?,,,,0,2,,,,,,
,,2021,1001,오늘?,,,,2,1,,,,,,
,,2021,1001,...오늘은 일이있어서 힘들 것 같아. 다음에 갈게!,,,,1,1,,,,,,
,,2021,대학 동기,그래? 아쉽네... 그럼 다음에 가자. 아` 교수님 오셨다!,,,,0,2,,,,,,
,,2021,,동기는 그렇게 말하곤 자신의 자리로 빠르게 가 앉았다.,,,,,,,,,,,
,,2021,,그리고나서 바로 교수님이 출석을 부르기 시작했다.,,,,,,,,,,,
,,2021,1001,...,,,,0,1,,,,,,
7,,2022,,강의가 끝나고... 도문은 가방을 챙겨 밖으로 나갔다.,,,,,,,캠퍼스,,,,
,,2022,,강의실 건물 근처에 있는 벤치에 앉아서 도문은 고민에 잠긴듯 멍하니 하늘을 응시했다.,,,,,,,,,,,
7,,2023,,그렇게 약간의 시간이 지나고 나서 도문은 핸드폰을 꺼내 어디론가 연락을 하기 시작했다.,,,,,,4,7_3,연착처 탭,,,
,,2023,,그렇게 한참 신호음이 가더니...,,,,,,,7_4,발신 전화 ,,전화 거는 소리,
,,2023,,누군가 전화를 받았다.,,,,,,,,,,,
7,,2024,1004,어 오랜만이다?,,,,0,2,,7_5,서로 어색한 표정으로 전화를 받은 두 사람,,stop,
,,2024,1001,어... 오랜만이다. 요즘 뭐하고 지내냐.,,,,0,1,,,,,,
,,2024,1004,뭐...나야 대학 적응하기 바쁘지. 너는?,,,,0,2,,,,,,
,,2024,1001,아 나는...,,,,0,1,,,,,,
,,2024,,그렇게 둘은 오랜만에 대화를 하기시작했다.,,,,,,,,,,,
7,,2025,,처음에는 약간의 어색함이 맴돌았지만 대화를 하면 할수록 옛날처럼 서로 웃고 떠들기 시작했다.,,,,,,,7_6,처음과 달리 환히 웃고 있는 두 사람,,,
,,2025,1004,그래` 그럼 이번 주말에 이장현까지 불러서 만나자.,,,,1,2,,,,,,
,,2025,1001,알겠어. 그럼 장현이한테는 내가 말할게. ,,,,1,1,,,,,,
,,2025,1001,오랜만에 걔랑 연락하겠네. 아무튼 그때보자!,,,,1,1,,,,,,
,,2025,1004,그래 그때 봐.,,,,1,2,,,,,,
7,,2026,,그렇게 전화를 끊은 도문은 짐을 챙긴채 걸어가며 다시 어딘가로 전화를 하기 시작했다.,,,,,,1,캠퍼스,,,,
,,2026,,그런 도문의 모습이 어딘가 즐거워보인다.,,,,,,,,,,,
E,,,,,,,,,,,,,,,
